model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
UNIPV-BayesINGARCHX,inc case,3,FR,101538,1931,7061,92547,2.02,1.43,0,0,0.5,1,8,France
USC-SIkJalpha,inc case,3,FR,51685,13555,24717,13413,0.97,0.98,0.5,0.5,-0.12,1,8,France
epiforecasts-EpiExpert,inc case,3,FR,48134,11041,14701,22392,0.92,0.9,0.25,0.62,-0.1,1,8,France
epiforecasts-EpiNow2,inc case,3,FR,54066,27164,9885,17016,1.04,1.09,0.62,0.88,0.1,1,8,France
DSMPG-bayes,inc case,3,FR,83074,34034,2083,46957,1.67,1.77,0.14,1,0.53,1,7,France
EuroCOVIDhub-baseline,inc case,4,FR,59680,10992,16029,32659,1,1,0,0.86,0.11,1,7,France
EuroCOVIDhub-ensemble,inc case,4,FR,73327,32584,11182,29560,1.25,1.31,0.14,1,0.24,1,7,France
IEM_Health-CovidProject,inc case,4,FR,98064,57353,9724,30987,1.68,1.71,0.43,1,0.24,1,7,France
ILM-EKF,inc case,4,FR,108452,49723,22169,36560,1.84,1.82,0.43,1,0.11,1,7,France
LANL-GrowthRate,inc case,4,FR,59721,37184,9569,12968,1.01,1.03,0.57,1,-0,1,7,France
UMass-SemiMech,inc case,1,FR,43736,21872,18483,3381,1.1,0.9,0.71,0.86,-0.03,1,7,France
UNIPV-BayesINGARCHX,inc case,4,FR,119271,1605,1091,116576,2.1,1.41,0,0.14,0.47,1,7,France
USC-SIkJalpha,inc case,4,FR,66073,16155,33587,16331,1.07,0.85,0.29,0.57,-0.21,1,7,France
epiforecasts-EpiExpert,inc case,4,FR,52552,13650,17559,21344,0.87,0.82,0.57,0.71,-0.12,1,7,France
epiforecasts-EpiNow2,inc case,4,FR,68625,28160,16679,23786,1.15,1.24,0.29,1,0.14,1,7,France
DSMPG-bayes,inc case,4,FR,139939,52743,4545,82651,2.28,2.24,0.17,1,0.48,1,6,France
LANL-GrowthRate,inc case,5,FR,75499,37865,15668,21967,NA,NA,0.33,1,0.1,1,6,France
UMass-SemiMech,inc case,2,FR,53263,31320,15726,6217,1,0.75,0.83,0.83,0.02,1,6,France
USC-SIkJalpha,inc case,5,FR,62270,19858,34852,7560,NA,NA,0.33,0.5,-0.35,1,6,France
LANL-GrowthRate,inc case,6,FR,77619,33045,18147,26427,NA,NA,0.4,1,0.12,1,5,France
UMass-SemiMech,inc case,3,FR,62412,48847,28,13537,1.05,0.86,1,1,0.32,1,5,France
UMass-SemiMech,inc case,4,FR,104533,71722,0,32810,1.44,1.39,0.5,1,0.55,1,4,France
EuroCOVIDhub-baseline,inc death,1,FR,226,60,68,97,1,1,0.3,1,0.24,1,10,France
EuroCOVIDhub-ensemble,inc death,1,FR,181,111,26,44,0.79,0.72,0.6,1,0.13,1,10,France
IEM_Health-CovidProject,inc death,1,FR,251,170,60,20,1.07,0.98,0.7,1,0.02,1,10,France
ILM-EKF,inc death,1,FR,234,124,46,64,1.02,0.97,0.6,1,0.16,1,10,France
LANL-GrowthRate,inc death,1,FR,268,58,69,141,1.23,1.23,0.1,0.9,0.18,1,10,France
RobertWalraven-ESG,inc death,1,FR,193,59,89,45,0.8,0.79,0.2,0.9,-0.05,1,10,France
USC-SIkJalpha,inc death,1,FR,230,91,57,82,0.98,0.81,0.5,0.6,0.25,1,10,France
epiforecasts-EpiExpert,inc death,1,FR,315,48,109,158,1.41,1.23,0.1,0.6,0.11,1,10,France
epiforecasts-EpiNow2,inc death,1,FR,382,207,0,175,1.69,1.35,0.6,0.8,0.47,1,10,France
EuroCOVIDhub-baseline,inc death,2,FR,291,120,66,105,1,1,0.33,1,0.18,1,9,France
EuroCOVIDhub-ensemble,inc death,2,FR,210,147,19,45,0.71,0.5,0.78,1,0.16,1,9,France
IEM_Health-CovidProject,inc death,2,FR,324,230,58,36,1.07,0.82,0.67,1,-0.02,1,9,France
ILM-EKF,inc death,2,FR,284,160,13,111,0.98,0.86,0.78,0.89,0.14,1,9,France
LANL-GrowthRate,inc death,2,FR,320,87,84,150,1.11,1.04,0.22,1,-0.25,1,9,France
RobertWalraven-ESG,inc death,2,FR,235,72,138,25,0.71,0.65,0.22,0.89,-0.21,1,9,France
USC-SIkJalpha,inc death,2,FR,281,109,34,138,0.93,0.72,0.44,0.67,0.32,1,9,France
epiforecasts-EpiExpert,inc death,2,FR,515,79,182,255,1.82,1.47,0.11,0.56,0.21,1,9,France
epiforecasts-EpiNow2,inc death,2,FR,496,264,0,232,1.72,1.48,0.56,0.78,0.6,1,9,France
EuroCOVIDhub-baseline,inc death,3,FR,274,167,18,90,1,1,0.75,1,0.05,1,8,France
EuroCOVIDhub-ensemble,inc death,3,FR,257,194,10,54,0.94,0.86,0.75,1,0.22,1,8,France
IEM_Health-CovidProject,inc death,3,FR,413,297,64,53,1.47,1.44,0.88,1,-0.06,1,8,France
ILM-EKF,inc death,3,FR,378,215,14,149,1.39,1.56,0.75,1,0.25,1,8,France
LANL-GrowthRate,inc death,3,FR,454,120,121,212,1.64,1.76,0.38,0.88,-0.08,1,8,France
RobertWalraven-ESG,inc death,3,FR,309,84,207,18,0.98,0.98,0.38,0.75,-0.38,1,8,France
USC-SIkJalpha,inc death,3,FR,288,124,27,137,1.07,1,0.62,0.75,0.29,1,8,France
epiforecasts-EpiExpert,inc death,3,FR,461,106,118,237,1.74,1.83,0.38,0.5,0.08,1,8,France
epiforecasts-EpiNow2,inc death,3,FR,643,353,0,290,2.36,2.58,0.38,0.88,0.62,1,8,France
EuroCOVIDhub-baseline,inc death,4,FR,317,205,25,88,1,1,0.71,1,0.14,1,7,France
EuroCOVIDhub-ensemble,inc death,4,FR,394,256,32,105,1.28,1.51,0.57,1,0.26,1,7,France
IEM_Health-CovidProject,inc death,4,FR,509,368,100,42,1.58,1.33,0.71,1,-0.11,1,7,France
ILM-EKF,inc death,4,FR,690,311,76,303,2.23,2.65,0.57,1,0.3,1,7,France
LANL-GrowthRate,inc death,4,FR,455,165,26,263,1.53,1.61,0.71,0.86,0.01,1,7,France
RobertWalraven-ESG,inc death,4,FR,417,96,307,14,1.06,1.16,0.29,0.86,-0.42,1,7,France
UMass-MechBayes,inc death,1,FR,171,137,4,30,0.76,0.55,0.86,1,0.13,1,7,France
UMass-SemiMech,inc death,1,FR,408,136,218,54,1.81,1.21,0.71,0.86,0.09,1,7,France
USC-SIkJalpha,inc death,4,FR,357,160,39,158,1.12,1.03,0.57,0.71,0.16,1,7,France
epiforecasts-EpiExpert,inc death,4,FR,536,147,99,291,1.79,2.09,0.29,0.71,0.04,1,7,France
epiforecasts-EpiNow2,inc death,4,FR,891,443,1,447,2.92,3.32,0.29,1,0.66,1,7,France
LANL-GrowthRate,inc death,5,FR,679,210,102,367,NA,NA,0.5,0.83,-0.02,1,6,France
UMass-MechBayes,inc death,2,FR,235,191,1,43,0.77,0.52,0.83,1,0.18,1,6,France
UMass-SemiMech,inc death,2,FR,459,184,206,69,1.49,1.09,0.67,0.83,0.18,1,6,France
USC-SIkJalpha,inc death,5,FR,377,208,85,85,NA,NA,0.5,0.83,0.1,1,6,France
LANL-GrowthRate,inc death,6,FR,430,180,188,62,NA,NA,0.2,0.8,-0.14,1,5,France
UMass-MechBayes,inc death,3,FR,345,275,0,69,1.1,0.93,0.8,1,0.32,1,5,France
UMass-SemiMech,inc death,3,FR,469,299,0,170,1.5,1.53,0.4,1,0.52,1,5,France
UMass-MechBayes,inc death,4,FR,644,432,0,212,1.85,2.15,0.75,1,0.5,1,4,France
UMass-SemiMech,inc death,4,FR,760,447,0,313,2.19,2.55,0.5,1,0.65,1,4,France
EuroCOVIDhub-baseline,inc case,1,GB,3924,2233,273,1417,1,1,0.7,1,0.23,1,10,United Kingdom
EuroCOVIDhub-ensemble,inc case,1,GB,2892,981,762,1148,0.71,1.03,0.5,0.9,-0.15,1,10,United Kingdom
IEM_Health-CovidProject,inc case,1,GB,2765,1071,603,1091,0.62,0.91,0.5,0.9,-0.14,1,10,United Kingdom
ILM-EKF,inc case,1,GB,4099,1087,1780,1233,1,1.43,0.4,0.8,-0.1,1,10,United Kingdom
LANL-GrowthRate,inc case,1,GB,2918,702,1507,709,0.67,0.95,0.2,0.7,-0.3,1,10,United Kingdom
USC-SIkJalpha,inc case,1,GB,3429,1328,305,1796,0.84,0.92,0.8,0.8,0.07,1,10,United Kingdom
epiforecasts-EpiExpert,inc case,1,GB,3921,886,540,2495,0.95,1.28,0.3,0.8,0.16,1,10,United Kingdom
epiforecasts-EpiNow2,inc case,1,GB,2659,775,1235,649,0.66,0.96,0.4,0.8,-0.22,1,10,United Kingdom
EuroCOVIDhub-baseline,inc case,2,GB,6657,4676,127,1855,1,1,0.89,1,0.26,1,9,United Kingdom
EuroCOVIDhub-ensemble,inc case,2,GB,4947,1388,1451,2108,0.74,0.99,0.44,0.78,-0.1,1,9,United Kingdom
IEM_Health-CovidProject,inc case,2,GB,4241,1332,1345,1564,0.62,0.88,0.44,0.89,-0.16,1,9,United Kingdom
ILM-EKF,inc case,2,GB,6548,1903,2615,2030,0.98,1.25,0.56,0.78,-0.08,1,9,United Kingdom
LANL-GrowthRate,inc case,2,GB,5844,999,2510,2335,0.86,1.14,0.22,0.78,-0.21,1,9,United Kingdom
USC-SIkJalpha,inc case,2,GB,4778,1477,689,2612,0.73,0.96,0.44,0.67,0.15,1,9,United Kingdom
epiforecasts-EpiExpert,inc case,2,GB,6692,1314,467,4911,1.01,1.29,0.22,0.67,0.35,1,9,United Kingdom
epiforecasts-EpiNow2,inc case,2,GB,5839,1365,2812,1661,0.86,1.15,0.11,0.56,-0.36,1,9,United Kingdom
EuroCOVIDhub-baseline,inc case,3,GB,9002,6796,46,2161,1,1,0.88,1,0.28,1,8,United Kingdom
EuroCOVIDhub-ensemble,inc case,3,GB,6534,1906,1725,2903,0.69,0.87,0.5,0.88,0.06,1,8,United Kingdom
IEM_Health-CovidProject,inc case,3,GB,5095,1584,1845,1666,0.54,0.75,0.38,0.88,-0.11,1,8,United Kingdom
ILM-EKF,inc case,3,GB,8414,2752,3523,2139,0.92,1.17,0.38,0.88,-0.06,1,8,United Kingdom
LANL-GrowthRate,inc case,3,GB,6416,1498,1416,3501,0.69,0.89,0.5,0.75,0.03,1,8,United Kingdom
USC-SIkJalpha,inc case,3,GB,6793,1582,1608,3604,0.73,0.92,0.38,0.38,0.41,1,8,United Kingdom
epiforecasts-EpiExpert,inc case,3,GB,10349,1877,238,8234,1.12,1.35,0.25,0.5,0.5,1,8,United Kingdom
epiforecasts-EpiNow2,inc case,3,GB,8995,2029,4470,2496,0.96,1.21,0.25,0.5,-0.35,1,8,United Kingdom
EuroCOVIDhub-baseline,inc case,4,GB,11283,8603,22,2658,1,1,1,1,0.27,1,7,United Kingdom
EuroCOVIDhub-ensemble,inc case,4,GB,6711,2378,1187,3146,0.58,0.73,0.29,0.86,0.11,1,7,United Kingdom
IEM_Health-CovidProject,inc case,4,GB,4100,1821,1420,858,0.36,0.46,0.43,1,-0.03,1,7,United Kingdom
ILM-EKF,inc case,4,GB,8517,3398,3691,1428,0.76,0.89,0.29,0.86,-0.11,1,7,United Kingdom
LANL-GrowthRate,inc case,4,GB,6531,2148,289,4094,0.56,0.68,0.43,0.57,0.33,1,7,United Kingdom
UMass-SemiMech,inc case,1,GB,6349,835,3919,1594,1.66,1.94,0.14,0.57,-0.1,1,7,United Kingdom
USC-SIkJalpha,inc case,4,GB,7108,1623,1246,4239,0.62,0.76,0.29,0.29,0.43,1,7,United Kingdom
epiforecasts-EpiExpert,inc case,4,GB,14664,2503,314,11847,1.27,1.39,0,0.43,0.7,1,7,United Kingdom
epiforecasts-EpiNow2,inc case,4,GB,9679,2827,4582,2271,0.84,1,0.14,0.71,-0.28,1,7,United Kingdom
LANL-GrowthRate,inc case,5,GB,8439,2838,253,5347,NA,NA,0.17,0.67,0.57,1,6,United Kingdom
UMass-SemiMech,inc case,2,GB,9295,1076,5059,3160,1.42,1.59,0.17,0.5,-0.08,1,6,United Kingdom
USC-SIkJalpha,inc case,5,GB,5747,1617,888,3242,NA,NA,0,0.33,0.6,1,6,United Kingdom
LANL-GrowthRate,inc case,6,GB,10112,3943,0,6169,NA,NA,0.2,1,0.75,1,5,United Kingdom
UMass-SemiMech,inc case,3,GB,6690,1648,2890,2152,1.11,1.36,0.4,0.8,0.01,1,5,United Kingdom
UMass-SemiMech,inc case,4,GB,6801,1479,3873,1450,0.8,0.87,0.25,0.75,-0.25,1,4,United Kingdom
epiforecasts-EpiExpert_Rt,inc case,1,GB,1380,624,755,0,0.84,1.38,0.5,1,-0.58,1,4,United Kingdom
EuroCOVIDhub-baseline,inc death,1,GB,131,69,0,62,1,1,0.8,1,0.37,1,10,United Kingdom
EuroCOVIDhub-ensemble,inc death,1,GB,44,28,0,16,0.33,0.46,0.8,1,0.38,1,10,United Kingdom
IEM_Health-CovidProject,inc death,1,GB,68,52,5,11,0.49,0.69,0.6,1,0.15,1,10,United Kingdom
ILM-EKF,inc death,1,GB,51,34,0,17,0.38,0.52,0.8,1,0.32,1,10,United Kingdom
LANL-GrowthRate,inc death,1,GB,28,6,7,14,0.24,0.4,0.1,0.9,0.26,1,10,United Kingdom
RobertWalraven-ESG,inc death,1,GB,55,42,12,1,0.42,0.45,0.9,1,-0.14,1,10,United Kingdom
USC-SIkJalpha,inc death,1,GB,106,27,0,79,0.73,1.01,0.2,0.5,0.77,1,10,United Kingdom
epiforecasts-EpiExpert,inc death,1,GB,55,10,4,41,0.38,0.53,0.3,0.7,0.53,1,10,United Kingdom
epiforecasts-EpiNow2,inc death,1,GB,107,18,0,89,0.7,0.95,0.3,0.6,0.69,1,10,United Kingdom
EuroCOVIDhub-baseline,inc death,2,GB,217,139,0,79,1,1,0.89,1,0.31,1,9,United Kingdom
EuroCOVIDhub-ensemble,inc death,2,GB,56,30,0,25,0.24,0.35,0.56,1,0.48,1,9,United Kingdom
IEM_Health-CovidProject,inc death,2,GB,79,53,9,17,0.36,0.49,0.33,1,0.13,1,9,United Kingdom
ILM-EKF,inc death,2,GB,69,34,0,35,0.3,0.43,0.44,1,0.48,1,9,United Kingdom
LANL-GrowthRate,inc death,2,GB,39,8,7,23,0.18,0.25,0.33,0.89,0.25,1,9,United Kingdom
RobertWalraven-ESG,inc death,2,GB,61,48,13,0,0.28,0.23,0.89,1,-0.2,1,9,United Kingdom
USC-SIkJalpha,inc death,2,GB,124,30,0,94,0.51,0.66,0.33,0.56,0.72,1,9,United Kingdom
epiforecasts-EpiExpert,inc death,2,GB,74,12,2,60,0.29,0.36,0.11,0.67,0.62,1,9,United Kingdom
epiforecasts-EpiNow2,inc death,2,GB,154,20,0,133,0.62,0.71,0.22,0.56,0.71,1,9,United Kingdom
EuroCOVIDhub-baseline,inc death,3,GB,283,191,0,92,1,1,0.75,1,0.31,1,8,United Kingdom
EuroCOVIDhub-ensemble,inc death,3,GB,66,33,0,33,0.22,0.29,0.38,1,0.59,1,8,United Kingdom
IEM_Health-CovidProject,inc death,3,GB,83,52,12,18,0.3,0.37,0.5,1,0.02,1,8,United Kingdom
ILM-EKF,inc death,3,GB,81,35,0,45,0.28,0.36,0.38,1,0.51,1,8,United Kingdom
LANL-GrowthRate,inc death,3,GB,38,8,8,21,0.14,0.18,0.12,0.88,0.34,1,8,United Kingdom
RobertWalraven-ESG,inc death,3,GB,60,52,8,0,0.21,0.16,1,1,-0.2,1,8,United Kingdom
USC-SIkJalpha,inc death,3,GB,145,32,0,113,0.47,0.56,0.25,0.38,0.72,1,8,United Kingdom
epiforecasts-EpiExpert,inc death,3,GB,97,15,1,81,0.31,0.36,0,0.75,0.74,1,8,United Kingdom
epiforecasts-EpiNow2,inc death,3,GB,165,28,0,136,0.51,0.54,0.25,0.5,0.65,1,8,United Kingdom
EuroCOVIDhub-baseline,inc death,4,GB,340,233,0,107,1,1,0.86,1,0.3,1,7,United Kingdom
EuroCOVIDhub-ensemble,inc death,4,GB,76,38,0,38,0.21,0.25,0.43,0.86,0.57,1,7,United Kingdom
IEM_Health-CovidProject,inc death,4,GB,82,50,14,17,0.24,0.31,0.57,1,-0.16,1,7,United Kingdom
ILM-EKF,inc death,4,GB,83,38,1,44,0.24,0.31,0.43,1,0.47,1,7,United Kingdom
LANL-GrowthRate,inc death,4,GB,37,10,6,21,0.11,0.13,0.29,0.86,0.14,1,7,United Kingdom
RobertWalraven-ESG,inc death,4,GB,61,57,4,0,0.18,0.12,1,1,-0.16,1,7,United Kingdom
UMass-MechBayes,inc death,1,GB,32,9,1,22,0.41,0.67,0.57,0.86,0.27,1,7,United Kingdom
UMass-SemiMech,inc death,1,GB,65,11,12,42,0.86,1.23,0.29,0.57,0.36,1,7,United Kingdom
USC-SIkJalpha,inc death,4,GB,161,36,0,124,0.44,0.51,0.14,0.43,0.76,1,7,United Kingdom
epiforecasts-EpiExpert,inc death,4,GB,119,19,0,100,0.31,0.33,0.29,0.57,0.82,1,7,United Kingdom
epiforecasts-EpiNow2,inc death,4,GB,170,44,1,126,0.43,0.45,0.43,0.57,0.56,1,7,United Kingdom
LANL-GrowthRate,inc death,5,GB,30,13,6,12,NA,NA,0.17,1,0.2,1,6,United Kingdom
UMass-MechBayes,inc death,2,GB,35,10,5,20,0.34,0.47,0.33,0.83,0.34,1,6,United Kingdom
UMass-SemiMech,inc death,2,GB,76,12,14,50,0.74,0.91,0.17,0.33,0.28,1,6,United Kingdom
USC-SIkJalpha,inc death,5,GB,158,42,0,115,NA,NA,0.17,0.5,0.76,1,6,United Kingdom
LANL-GrowthRate,inc death,6,GB,44,18,2,23,NA,NA,0.2,1,0.48,1,5,United Kingdom
UMass-MechBayes,inc death,3,GB,51,12,5,34,0.34,0.43,0.4,0.8,0.23,1,5,United Kingdom
UMass-SemiMech,inc death,3,GB,88,15,3,70,0.6,0.73,0.2,0.4,0.54,1,5,United Kingdom
UMass-MechBayes,inc death,4,GB,57,14,6,37,0.34,0.36,0.5,0.5,0.12,1,4,United Kingdom
UMass-SemiMech,inc death,4,GB,92,17,6,70,0.54,0.6,0.25,0.5,0.36,1,4,United Kingdom
epiforecasts-EpiExpert_Rt,inc death,1,GB,19,7,0,11,0.48,0.78,0.25,1,0.62,1,4,United Kingdom
EuroCOVIDhub-baseline,inc case,1,GR,1017,126,490,401,1,1,0,0.9,-0.02,1,10,Greece
EuroCOVIDhub-ensemble,inc case,1,GR,1153,860,112,181,1.12,1.16,0.9,1,0.1,1,10,Greece
IEM_Health-CovidProject,inc case,1,GR,1377,1026,89,262,1.34,1.38,0.9,1,0.16,1,10,Greece
ILM-EKF,inc case,1,GR,1314,728,202,384,1.27,1.53,0.6,1,0.19,1,10,Greece
LANL-GrowthRate,inc case,1,GR,1379,989,347,44,1.36,1.34,0.8,1,-0.12,1,10,Greece
USC-SIkJalpha,inc case,1,GR,1873,1115,360,398,1.76,1.34,0.6,0.7,0.16,1,10,Greece
epiforecasts-EpiNow2,inc case,1,GR,1323,663,306,354,1.27,1.58,0.4,1,0.16,1,10,Greece
DSMPG-bayes,inc case,1,GR,1614,621,176,817,1.54,1.78,0.33,1,0.36,1,9,Greece
EuroCOVIDhub-baseline,inc case,2,GR,1782,274,731,776,1,1,0.11,0.78,-0.06,1,9,Greece
EuroCOVIDhub-ensemble,inc case,2,GR,1981,1333,159,489,1.11,1.12,0.67,1,0.2,1,9,Greece
IEM_Health-CovidProject,inc case,2,GR,2334,1583,10,740,1.32,1.27,0.67,1,0.38,1,9,Greece
ILM-EKF,inc case,2,GR,2453,1363,132,958,1.36,1.46,0.33,1,0.32,1,9,Greece
LANL-GrowthRate,inc case,2,GR,1784,1206,299,278,0.99,0.97,0.56,1,-0.02,1,9,Greece
USC-SIkJalpha,inc case,2,GR,2681,1382,622,677,1.47,1.17,0.22,0.44,0.11,1,9,Greece
epiforecasts-EpiNow2,inc case,2,GR,2931,1333,588,1011,1.61,1.69,0.33,0.89,0.22,1,9,Greece
DSMPG-bayes,inc case,2,GR,3108,1315,557,1236,1.77,1.71,0.38,0.88,0.34,1,8,Greece
EuroCOVIDhub-baseline,inc case,3,GR,2511,401,982,1128,1,1,0,0.75,0.01,1,8,Greece
EuroCOVIDhub-ensemble,inc case,3,GR,2874,2044,16,815,1.14,0.92,0.62,1,0.34,1,8,Greece
IEM_Health-CovidProject,inc case,3,GR,3722,2333,0,1389,1.5,1.48,0.62,1,0.5,1,8,Greece
ILM-EKF,inc case,3,GR,3900,2318,0,1582,1.54,1.47,0.38,1,0.5,1,8,Greece
LANL-GrowthRate,inc case,3,GR,1975,1385,243,347,0.76,0.69,0.75,1,-0.01,1,8,Greece
USC-SIkJalpha,inc case,3,GR,3127,1739,516,872,1.23,0.92,0.38,0.75,0.09,1,8,Greece
epiforecasts-EpiNow2,inc case,3,GR,4255,2380,163,1713,1.62,1.6,0.5,1,0.31,1,8,Greece
DSMPG-bayes,inc case,3,GR,4386,2705,1,1680,1.79,1.48,0.57,1,0.46,1,7,Greece
EuroCOVIDhub-baseline,inc case,4,GR,3020,510,1204,1306,1,1,0.14,0.71,-0.05,1,7,Greece
EuroCOVIDhub-ensemble,inc case,4,GR,4396,3151,0,1245,1.49,1.13,0.71,1,0.4,1,7,Greece
IEM_Health-CovidProject,inc case,4,GR,5665,3379,0,2286,1.94,2,0.43,1,0.57,1,7,Greece
ILM-EKF,inc case,4,GR,6262,3710,0,2552,2.11,2.08,0.57,1,0.53,1,7,Greece
LANL-GrowthRate,inc case,4,GR,2090,1586,230,273,0.7,0.61,0.71,1,0.01,1,7,Greece
UMass-SemiMech,inc case,1,GR,1564,1083,416,65,1.51,1.34,0.86,1,-0.2,1,7,Greece
USC-SIkJalpha,inc case,4,GR,4249,2415,662,1172,1.43,0.96,0.43,0.71,0.13,1,7,Greece
epiforecasts-EpiNow2,inc case,4,GR,6386,3860,72,2453,2.07,1.91,0.57,1,0.41,1,7,Greece
DSMPG-bayes,inc case,4,GR,7944,5356,0,2588,2.65,2.07,0.5,1,0.5,1,6,Greece
LANL-GrowthRate,inc case,5,GR,2282,1770,233,279,NA,NA,0.67,1,0.05,1,6,Greece
UMass-SemiMech,inc case,2,GR,1901,1345,491,65,1.07,0.92,0.83,1,-0.17,1,6,Greece
USC-SIkJalpha,inc case,5,GR,5195,3050,658,1487,NA,NA,0.5,0.83,-0.05,1,6,Greece
LANL-GrowthRate,inc case,6,GR,2385,2000,165,220,NA,NA,1,1,0.14,1,5,Greece
UMass-SemiMech,inc case,3,GR,2033,1690,189,154,0.84,0.65,1,1,0.02,1,5,Greece
UMass-SemiMech,inc case,4,GR,2954,2092,298,564,1.03,0.94,0.75,1,-0,1,4,Greece
EuroCOVIDhub-baseline,inc death,1,GR,38,4,21,13,1,1,0,0.9,-0.35,1,10,Greece
EuroCOVIDhub-ensemble,inc death,1,GR,25,16,5,3,0.65,0.65,0.7,1,-0.06,1,10,Greece
IEM_Health-CovidProject,inc death,1,GR,25,15,2,7,0.64,0.62,0.6,1,0.14,1,10,Greece
ILM-EKF,inc death,1,GR,46,41,2,3,1.21,0.74,1,1,0.03,1,10,Greece
LANL-GrowthRate,inc death,1,GR,31,5,17,9,0.85,0.87,0.1,0.6,-0.12,1,10,Greece
RobertWalraven-ESG,inc death,1,GR,26,5,14,7,0.69,0.71,0.1,0.6,-0.18,1,10,Greece
USC-SIkJalpha,inc death,1,GR,39,18,4,18,1.02,0.88,0.7,0.8,0.16,1,10,Greece
epiforecasts-EpiNow2,inc death,1,GR,18,12,4,2,0.49,0.52,0.8,1,-0.13,1,10,Greece
EuroCOVIDhub-baseline,inc death,2,GR,54,9,34,11,1,1,0.11,1,-0.3,1,9,Greece
EuroCOVIDhub-ensemble,inc death,2,GR,26,21,3,3,0.48,0.36,1,1,0.04,1,9,Greece
IEM_Health-CovidProject,inc death,2,GR,39,24,1,14,0.73,0.74,0.67,1,0.38,1,9,Greece
ILM-EKF,inc death,2,GR,50,46,1,4,0.95,0.51,1,1,0.11,1,9,Greece
LANL-GrowthRate,inc death,2,GR,26,9,10,7,0.52,0.55,0.44,0.89,-0.03,1,9,Greece
RobertWalraven-ESG,inc death,2,GR,27,6,17,5,0.5,0.44,0.56,0.67,-0.26,1,9,Greece
USC-SIkJalpha,inc death,2,GR,53,23,5,25,1.02,0.73,0.67,0.67,0.29,1,9,Greece
epiforecasts-EpiNow2,inc death,2,GR,28,17,3,7,0.54,0.55,0.56,1,0.11,1,9,Greece
EuroCOVIDhub-baseline,inc death,3,GR,75,13,48,14,1,1,0.25,1,-0.31,1,8,Greece
EuroCOVIDhub-ensemble,inc death,3,GR,39,29,2,9,0.56,0.53,0.88,1,0.21,1,8,Greece
IEM_Health-CovidProject,inc death,3,GR,72,36,0,36,1.02,1.13,0.38,1,0.54,1,8,Greece
ILM-EKF,inc death,3,GR,69,56,0,12,0.97,0.77,1,1,0.25,1,8,Greece
LANL-GrowthRate,inc death,3,GR,43,15,14,14,0.62,0.64,0.25,0.75,0.15,1,8,Greece
RobertWalraven-ESG,inc death,3,GR,58,6,38,14,0.77,0.64,0.12,0.38,-0.19,1,8,Greece
USC-SIkJalpha,inc death,3,GR,76,30,7,40,1.12,0.83,0.5,0.62,0.36,1,8,Greece
epiforecasts-EpiNow2,inc death,3,GR,52,32,3,17,0.74,0.79,0.62,1,0.32,1,8,Greece
EuroCOVIDhub-baseline,inc death,4,GR,93,16,63,14,1,1,0.29,0.86,-0.45,1,7,Greece
EuroCOVIDhub-ensemble,inc death,4,GR,60,42,1,17,0.73,0.68,0.71,1,0.23,1,7,Greece
IEM_Health-CovidProject,inc death,4,GR,123,51,0,72,1.47,1.75,0.14,1,0.63,1,7,Greece
ILM-EKF,inc death,4,GR,101,74,0,28,1.22,1.11,0.71,1,0.36,1,7,Greece
LANL-GrowthRate,inc death,4,GR,64,23,18,23,0.78,0.85,0.43,0.86,-0.01,1,7,Greece
RobertWalraven-ESG,inc death,4,GR,99,7,73,18,1.05,0.86,0.14,0.29,-0.33,1,7,Greece
UMass-MechBayes,inc death,1,GR,33,17,14,2,0.82,0.73,0.71,0.86,-0.2,1,7,Greece
UMass-SemiMech,inc death,1,GR,33,18,12,3,0.82,0.87,0.71,1,-0.18,1,7,Greece
USC-SIkJalpha,inc death,4,GR,100,44,11,45,1.24,0.93,0.43,0.71,0.29,1,7,Greece
epiforecasts-EpiNow2,inc death,4,GR,100,62,3,36,1.2,1.2,0.57,1,0.37,1,7,Greece
LANL-GrowthRate,inc death,5,GR,58,33,16,9,NA,NA,0.5,1,0.03,1,6,Greece
UMass-MechBayes,inc death,2,GR,35,22,13,0,0.67,0.63,0.67,1,-0.4,1,6,Greece
UMass-SemiMech,inc death,2,GR,29,22,6,0,0.55,0.44,1,1,-0.32,1,6,Greece
USC-SIkJalpha,inc death,5,GR,118,61,15,42,NA,NA,0.5,0.83,0.22,1,6,Greece
LANL-GrowthRate,inc death,6,GR,83,43,18,23,NA,NA,0.6,1,-0.02,1,5,Greece
UMass-MechBayes,inc death,3,GR,36,31,5,0,0.5,0.29,1,1,-0.14,1,5,Greece
UMass-SemiMech,inc death,3,GR,43,30,7,6,0.59,0.58,0.8,1,-0.08,1,5,Greece
UMass-MechBayes,inc death,4,GR,53,45,4,4,0.62,0.52,1,1,-0.02,1,4,Greece
UMass-SemiMech,inc death,4,GR,43,39,3,0,0.49,0.22,1,1,0,1,4,Greece
EuroCOVIDhub-baseline,inc case,1,HR,1549,137,805,607,1,1,0.1,1,-0.05,1,10,Croatia
EuroCOVIDhub-ensemble,inc case,1,HR,1003,616,73,314,0.66,0.72,0.6,1,0.11,1,10,Croatia
IEM_Health-CovidProject,inc case,1,HR,1524,784,135,606,1.03,1.19,0.4,1,0.18,1,10,Croatia
