model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
epiforecasts-EpiExpert,inc case,3,GB,31477,4949,9140,17388,0.93,1,0.21,0.53,-0.02,1,19,United Kingdom
epiforecasts-EpiNow2,inc case,3,GB,30426,10598,6364,13464,0.9,1.05,0.37,0.68,-0.34,1,19,United Kingdom
EuroCOVIDhub-baseline,inc case,4,GB,42635,7837,33542,1256,1,1,0.61,0.78,-0.29,1,18,United Kingdom
EuroCOVIDhub-ensemble,inc case,4,GB,33517,9494,14896,9127,0.79,0.93,0.17,0.83,-0.28,1,18,United Kingdom
IEM_Health-CovidProject,inc case,4,GB,34215,3621,20809,9785,0.81,0.78,0.22,0.67,-0.38,1,18,United Kingdom
ILM-EKF,inc case,4,GB,64194,19988,7640,36566,1.52,1.62,0.33,0.83,-0.13,1,18,United Kingdom
LANL-GrowthRate,inc case,4,GB,39685,5272,28634,5778,0.98,1.01,0.18,0.47,-0.24,1,17,United Kingdom
USC-SIkJalpha,inc case,4,GB,40134,5339,33011,1784,0.95,1,0.22,0.22,-0.33,1,18,United Kingdom
epiforecasts-EpiExpert,inc case,4,GB,40151,5532,16913,17705,0.94,0.99,0,0.5,-0.06,1,18,United Kingdom
epiforecasts-EpiNow2,inc case,4,GB,34978,9887,12756,12336,0.82,0.97,0.17,0.67,-0.46,1,18,United Kingdom
LANL-GrowthRate,inc case,5,GB,46091,3572,40250,2268,NA,NA,0.19,0.44,-0.23,1,16,United Kingdom
USC-SIkJalpha,inc case,5,GB,46419,5532,39393,1494,NA,NA,0.06,0.24,-0.28,1,17,United Kingdom
UMass-SemiMech,inc case,4,GB,64351,32403,12925,19023,0.98,1.01,0.27,0.67,-0.25,1,15,United Kingdom
epiforecasts-EpiExpert_Rt,inc case,1,GB,17895,5429,1024,11442,0.89,1.05,0.5,0.86,-0.12,1,14,United Kingdom
epiforecasts-EpiExpert_Rt,inc case,2,GB,37900,6971,3818,27111,1.01,1.06,0.46,0.85,-0.17,1,13,United Kingdom
epiforecasts-EpiExpert_direct,inc case,1,GB,14767,3047,3085,8635,0.89,1.22,0.43,0.71,-0.02,1,14,United Kingdom
MUNI-ARIMA,inc case,1,GB,14180,2402,5320,6459,0.89,1.05,0.46,0.77,-0.33,1,13,United Kingdom
epiforecasts-EpiExpert_Rt,inc case,3,GB,47013,7416,11060,28537,0.97,0.99,0.25,0.67,-0.37,1,12,United Kingdom
epiforecasts-EpiExpert_direct,inc case,2,GB,33350,4996,7096,21258,1.01,1.13,0.23,0.77,-0.08,1,13,United Kingdom
MUNI-ARIMA,inc case,2,GB,35249,5693,11931,17625,1.01,1.06,0.42,0.83,-0.4,1,12,United Kingdom
epiforecasts-EpiExpert_Rt,inc case,4,GB,56147,6648,24534,24965,0.98,1.01,0.09,0.64,-0.59,1,11,United Kingdom
epiforecasts-EpiExpert_direct,inc case,3,GB,41894,6714,16038,19142,0.97,0.99,0.08,0.67,-0.3,1,12,United Kingdom
RobertWalraven-ESG,inc case,1,GB,29471,2212,16628,10631,1.13,1.01,0.38,0.76,-0.44,1,21,United Kingdom
epiforecasts-EpiExpert_direct,inc case,4,GB,55716,8227,27265,20224,0.98,1.01,0.09,0.55,-0.49,1,11,United Kingdom
MUNI-ARIMA,inc case,3,GB,41497,8292,26786,6418,0.97,0.99,0.2,0.8,-0.54,1,10,United Kingdom
RobertWalraven-ESG,inc case,2,GB,53979,2142,42201,9636,1.11,0.92,0.35,0.5,-0.66,1,20,United Kingdom
MUNI-ARIMA,inc case,4,GB,59097,10108,44999,3991,0.98,1.01,0.11,0.78,-0.66,1,9,United Kingdom
RobertWalraven-ESG,inc case,3,GB,76036,1948,71777,2312,1.21,0.96,0.37,0.53,-0.63,1,19,United Kingdom
RobertWalraven-ESG,inc case,4,GB,104927,2243,102684,0,1.24,0.95,0.39,0.56,-0.77,1,18,United Kingdom
EuroCOVIDhub-baseline,inc death,1,GB,94,55,8,32,1,1,0.81,1,0.06,1,21,United Kingdom
EuroCOVIDhub-ensemble,inc death,1,GB,31,19,1,10,0.32,0.41,0.81,1,0.22,1,21,United Kingdom
IEM_Health-CovidProject,inc death,1,GB,43,29,7,7,0.45,0.53,0.57,1,-0.07,1,21,United Kingdom
ILM-EKF,inc death,1,GB,43,32,1,11,0.46,0.47,0.86,1,0.2,1,21,United Kingdom
LANL-GrowthRate,inc death,1,GB,24,6,9,9,0.48,0.57,0.25,0.95,0.1,1,20,United Kingdom
RobertWalraven-ESG,inc death,1,GB,46,29,17,1,0.49,0.56,0.81,0.95,-0.19,1,21,United Kingdom
USC-SIkJalpha,inc death,1,GB,66,16,7,44,0.71,0.93,0.29,0.62,0.32,1,21,United Kingdom
epiforecasts-EpiExpert,inc death,1,GB,35,8,3,23,0.37,0.46,0.38,0.76,0.29,1,21,United Kingdom
epiforecasts-EpiNow2,inc death,1,GB,62,14,0,47,0.66,0.81,0.43,0.81,0.53,1,21,United Kingdom
EuroCOVIDhub-baseline,inc death,2,GB,157,108,10,40,1,1,0.95,1,0.04,1,20,United Kingdom
EuroCOVIDhub-ensemble,inc death,2,GB,39,23,2,14,0.25,0.32,0.75,1,0.29,1,20,United Kingdom
IEM_Health-CovidProject,inc death,2,GB,53,29,14,10,0.34,0.43,0.4,1,-0.11,1,20,United Kingdom
ILM-EKF,inc death,2,GB,59,38,1,19,0.37,0.41,0.7,1,0.32,1,20,United Kingdom
LANL-GrowthRate,inc death,2,GB,31,8,11,12,0.37,0.45,0.47,0.95,-0.07,1,19,United Kingdom
RobertWalraven-ESG,inc death,2,GB,66,33,33,0,0.42,0.45,0.75,0.85,-0.31,1,20,United Kingdom
USC-SIkJalpha,inc death,2,GB,79,17,14,47,0.5,0.64,0.45,0.65,0.3,1,20,United Kingdom
epiforecasts-EpiExpert,inc death,2,GB,45,11,2,32,0.28,0.36,0.3,0.8,0.42,1,20,United Kingdom
epiforecasts-EpiNow2,inc death,2,GB,85,17,0,68,0.54,0.64,0.3,0.75,0.61,1,20,United Kingdom
EuroCOVIDhub-baseline,inc death,3,GB,202,147,10,44,1,1,0.89,1,0.06,1,19,United Kingdom
EuroCOVIDhub-ensemble,inc death,3,GB,46,27,1,17,0.23,0.27,0.68,1,0.29,1,19,United Kingdom
IEM_Health-CovidProject,inc death,3,GB,64,28,24,11,0.32,0.41,0.47,0.89,-0.16,1,19,United Kingdom
ILM-EKF,inc death,3,GB,71,46,1,25,0.35,0.36,0.68,1,0.33,1,19,United Kingdom
LANL-GrowthRate,inc death,3,GB,35,10,14,11,0.35,0.4,0.33,0.94,-0.05,1,18,United Kingdom
RobertWalraven-ESG,inc death,3,GB,76,36,40,0,0.38,0.41,0.84,0.89,-0.31,1,19,United Kingdom
USC-SIkJalpha,inc death,3,GB,99,18,26,55,0.49,0.59,0.21,0.42,0.22,1,19,United Kingdom
epiforecasts-EpiExpert,inc death,3,GB,54,14,1,38,0.27,0.32,0.47,0.84,0.41,1,19,United Kingdom
epiforecasts-EpiNow2,inc death,3,GB,94,24,0,69,0.46,0.56,0.47,0.74,0.56,1,19,United Kingdom
EuroCOVIDhub-baseline,inc death,4,GB,236,177,10,49,1,1,0.94,1,0.07,1,18,United Kingdom
EuroCOVIDhub-ensemble,inc death,4,GB,56,35,2,20,0.24,0.25,0.72,0.89,0.26,1,18,United Kingdom
IEM_Health-CovidProject,inc death,4,GB,77,29,35,13,0.33,0.43,0.39,0.83,-0.2,1,18,United Kingdom
ILM-EKF,inc death,4,GB,89,59,1,29,0.38,0.4,0.61,1,0.34,1,18,United Kingdom
LANL-GrowthRate,inc death,4,GB,46,12,22,12,0.33,0.38,0.35,0.82,-0.16,1,17,United Kingdom
RobertWalraven-ESG,inc death,4,GB,78,39,39,0,0.33,0.36,0.83,0.89,-0.3,1,18,United Kingdom
UMass-MechBayes,inc death,1,GB,29,10,1,18,0.48,0.56,0.5,0.83,0.45,1,18,United Kingdom
USC-SIkJalpha,inc death,4,GB,99,21,23,55,0.42,0.52,0.17,0.39,0.28,1,18,United Kingdom
epiforecasts-EpiExpert,inc death,4,GB,63,17,3,44,0.27,0.3,0.5,0.78,0.32,1,18,United Kingdom
epiforecasts-EpiNow2,inc death,4,GB,99,36,1,62,0.42,0.51,0.5,0.83,0.44,1,18,United Kingdom
LANL-GrowthRate,inc death,5,GB,61,12,41,8,NA,NA,0.12,0.94,-0.17,1,16,United Kingdom
UMass-MechBayes,inc death,2,GB,36,14,2,21,0.37,0.3,0.29,0.94,0.54,1,17,United Kingdom
USC-SIkJalpha,inc death,5,GB,95,24,21,50,NA,NA,0.29,0.53,0.23,1,17,United Kingdom
UMass-MechBayes,inc death,3,GB,51,20,2,29,0.35,0.23,0.38,0.94,0.47,1,16,United Kingdom
UMass-MechBayes,inc death,4,GB,66,29,2,35,0.27,0.22,0.47,0.8,0.35,1,15,United Kingdom
UMass-SemiMech,inc death,4,GB,104,41,6,57,0.42,0.32,0.33,0.67,0.32,1,15,United Kingdom
epiforecasts-EpiExpert_Rt,inc death,1,GB,24,8,0,15,0.48,0.57,0.36,0.93,0.61,1,14,United Kingdom
epiforecasts-EpiExpert_Rt,inc death,2,GB,38,11,0,28,0.37,0.45,0.23,0.77,0.79,1,13,United Kingdom
epiforecasts-EpiExpert_direct,inc death,1,GB,18,6,6,5,0.48,0.43,0.5,0.86,-0.03,1,14,United Kingdom
MUNI-ARIMA,inc death,1,GB,23,15,2,6,0.48,0.57,0.77,1,0.02,1,13,United Kingdom
epiforecasts-EpiExpert_Rt,inc death,3,GB,55,15,0,40,0.35,0.4,0.08,0.83,0.82,1,12,United Kingdom
epiforecasts-EpiExpert_direct,inc death,2,GB,22,7,10,4,0.37,0.25,0.54,0.77,-0.02,1,13,United Kingdom
MUNI-ARIMA,inc death,2,GB,39,30,6,2,0.37,0.45,1,1,-0.08,1,12,United Kingdom
epiforecasts-EpiExpert_Rt,inc death,4,GB,67,19,0,48,0.33,0.38,0.27,0.73,0.7,1,11,United Kingdom
epiforecasts-EpiExpert_direct,inc death,3,GB,30,9,18,3,0.35,0.4,0.58,0.92,-0.19,1,12,United Kingdom
epiforecasts-EpiExpert_direct,inc death,4,GB,44,10,30,4,0.33,0.38,0.36,0.73,-0.45,1,11,United Kingdom
MUNI-ARIMA,inc death,3,GB,61,50,11,1,0.35,0.4,1,1,-0.12,1,10,United Kingdom
MUNI-ARIMA,inc death,4,GB,87,71,16,1,0.33,0.38,1,1,-0.19,1,9,United Kingdom
EuroCOVIDhub-baseline,inc case,1,GR,1530,142,825,562,1,1,0.1,0.86,0.05,1,21,Greece
EuroCOVIDhub-ensemble,inc case,1,GR,1373,726,354,294,0.88,0.92,0.67,0.9,0.15,1,21,Greece
IEM_Health-CovidProject,inc case,1,GR,1777,759,624,393,1.15,1.17,0.67,0.9,0.13,1,21,Greece
ILM-EKF,inc case,1,GR,2509,603,756,1150,1.67,1.74,0.38,0.81,0.2,1,21,Greece
LANL-GrowthRate,inc case,1,GR,1415,782,421,213,1.27,1.25,0.7,0.95,-0.16,1,20,Greece
USC-SIkJalpha,inc case,1,GR,2273,971,739,563,1.46,1.25,0.43,0.52,0.27,1,21,Greece
epiforecasts-EpiNow2,inc case,1,GR,2048,844,348,857,1.34,1.58,0.38,0.9,0.19,1,21,Greece
EuroCOVIDhub-baseline,inc case,2,GR,2913,298,1550,1065,1,1,0.1,0.6,0.04,1,20,Greece
EuroCOVIDhub-ensemble,inc case,2,GR,3066,1296,827,942,1.05,1.15,0.4,0.9,0.22,1,20,Greece
IEM_Health-CovidProject,inc case,2,GR,3282,1054,1244,984,1.11,1.12,0.45,0.9,0.26,1,20,Greece
ILM-EKF,inc case,2,GR,4911,1102,1460,2349,1.7,1.66,0.25,0.8,0.22,1,20,Greece
LANL-GrowthRate,inc case,2,GR,2803,1220,1003,581,1.4,1.34,0.53,0.89,-0.03,1,19,Greece
USC-SIkJalpha,inc case,2,GR,3980,1261,1707,1013,1.36,1.12,0.25,0.35,0.13,1,20,Greece
epiforecasts-EpiNow2,inc case,2,GR,6955,2413,935,3608,2.44,2.53,0.35,0.8,0.27,1,20,Greece
EuroCOVIDhub-baseline,inc case,3,GR,4277,425,2279,1574,1,1,0.05,0.47,0.11,1,19,Greece
EuroCOVIDhub-ensemble,inc case,3,GR,5049,1869,1424,1756,1.18,1.14,0.42,0.79,0.23,1,19,Greece
IEM_Health-CovidProject,inc case,3,GR,4608,1386,2017,1205,1.05,1.05,0.47,0.79,0.26,1,19,Greece
ILM-EKF,inc case,3,GR,5191,1490,2306,1395,1.19,1.2,0.26,0.84,0.19,1,19,Greece
LANL-GrowthRate,inc case,3,GR,3657,1393,1823,441,1.38,1.27,0.5,0.89,-0.06,1,18,Greece
USC-SIkJalpha,inc case,3,GR,4905,1194,2588,1123,1.15,0.88,0.26,0.47,-0.04,1,19,Greece
epiforecasts-EpiNow2,inc case,3,GR,14916,4337,1799,8779,3.59,3.78,0.26,0.74,0.21,1,19,Greece
EuroCOVIDhub-baseline,inc case,4,GR,5351,527,2707,2117,1,1,0.06,0.56,0.12,1,18,Greece
EuroCOVIDhub-ensemble,inc case,4,GR,5318,1890,2167,1262,0.98,0.89,0.5,0.67,0.2,1,18,Greece
IEM_Health-CovidProject,inc case,4,GR,6713,1865,2822,2025,1.22,1.27,0.22,0.67,0.27,1,18,Greece
ILM-EKF,inc case,4,GR,6799,1942,3195,1661,1.24,1.22,0.44,0.78,0.11,1,18,Greece
LANL-GrowthRate,inc case,4,GR,4391,1128,2628,635,1.24,1.14,0.47,0.76,-0.05,1,17,Greece
USC-SIkJalpha,inc case,4,GR,6059,1082,3638,1339,1.14,0.9,0.28,0.44,-0.01,1,18,Greece
epiforecasts-EpiNow2,inc case,4,GR,10801,3565,2711,4524,2.04,2.25,0.39,0.67,0.13,1,18,Greece
LANL-GrowthRate,inc case,5,GR,5206,1280,2884,1042,NA,NA,0.44,0.69,0.03,1,16,Greece
USC-SIkJalpha,inc case,5,GR,6836,1326,3930,1580,NA,NA,0.35,0.47,-0.04,1,17,Greece
UMass-SemiMech,inc case,4,GR,4829,1551,2463,815,1.24,1.14,0.47,0.8,-0.02,1,15,Greece
MUNI-ARIMA,inc case,1,GR,1209,287,687,235,1.27,1.25,0.31,0.69,-0.11,1,13,Greece
MUNI-ARIMA,inc case,2,GR,2746,570,1588,587,1.4,1.34,0.25,0.67,-0.02,1,12,Greece
RobertWalraven-ESG,inc case,1,GR,2406,207,1647,553,1.26,1.05,0.33,0.57,0.13,1,21,Greece
MUNI-ARIMA,inc case,3,GR,4726,752,2833,1141,1.38,1.27,0.1,0.7,0.04,1,10,Greece
RobertWalraven-ESG,inc case,2,GR,4756,233,3630,893,1.14,0.96,0.15,0.4,-0.05,1,20,Greece
MUNI-ARIMA,inc case,4,GR,6988,892,4456,1640,1.24,1.14,0.22,0.56,0.02,1,9,Greece
RobertWalraven-ESG,inc case,3,GR,7122,242,5820,1060,1.11,0.86,0.26,0.42,-0.02,1,19,Greece
RobertWalraven-ESG,inc case,4,GR,8341,295,6918,1129,1.07,0.8,0.22,0.44,-0.04,1,18,Greece
EuroCOVIDhub-baseline,inc death,1,GR,30,4,11,15,1,1,0.1,0.95,0.11,1,21,Greece
EuroCOVIDhub-ensemble,inc death,1,GR,19,11,3,5,0.62,0.61,0.71,1,0.15,1,21,Greece
IEM_Health-CovidProject,inc death,1,GR,17,10,2,5,0.56,0.54,0.62,0.95,0.1,1,21,Greece
ILM-EKF,inc death,1,GR,34,28,1,5,1.11,0.75,0.95,1,0.15,1,21,Greece
LANL-GrowthRate,inc death,1,GR,22,4,12,7,0.6,0.55,0.15,0.7,0.02,1,20,Greece
RobertWalraven-ESG,inc death,1,GR,18,6,8,4,0.58,0.55,0.48,0.81,-0.17,1,21,Greece
USC-SIkJalpha,inc death,1,GR,33,10,2,20,1.08,0.94,0.52,0.57,0.43,1,21,Greece
epiforecasts-EpiNow2,inc death,1,GR,23,10,3,11,0.77,0.79,0.57,0.86,0.14,1,21,Greece
EuroCOVIDhub-baseline,inc death,2,GR,53,9,16,27,1,1,0.2,1,0.2,1,20,Greece
EuroCOVIDhub-ensemble,inc death,2,GR,26,15,1,10,0.49,0.46,0.65,1,0.3,1,20,Greece
IEM_Health-CovidProject,inc death,2,GR,28,15,1,12,0.54,0.57,0.55,0.95,0.29,1,20,Greece
ILM-EKF,inc death,2,GR,42,31,1,11,0.8,0.61,0.8,1,0.24,1,20,Greece
Imperial-DeCa,inc death,1,GR,24,3,3,18,0.75,0.64,0.29,0.65,0.19,1,17,Greece
Imperial-RtI0,inc death,1,GR,28,9,3,17,0.87,0.78,0.47,0.82,0.18,1,17,Greece
Imperial-sbkp,inc death,1,GR,27,6,4,16,0.82,0.78,0.24,0.76,0.14,1,17,Greece
LANL-GrowthRate,inc death,2,GR,25,7,8,10,0.63,0.56,0.37,0.95,0.13,1,19,Greece
RobertWalraven-ESG,inc death,2,GR,20,7,10,3,0.38,0.35,0.65,0.85,-0.17,1,20,Greece
USC-SIkJalpha,inc death,2,GR,51,14,2,35,0.98,0.78,0.5,0.5,0.49,1,20,Greece
epiforecasts-EpiNow2,inc death,2,GR,40,14,2,24,0.77,0.74,0.4,0.9,0.26,1,20,Greece
EuroCOVIDhub-baseline,inc death,3,GR,77,13,21,43,1,1,0.21,0.89,0.28,1,19,Greece
EuroCOVIDhub-ensemble,inc death,3,GR,38,20,1,17,0.5,0.47,0.68,0.95,0.37,1,19,Greece
IEM_Health-CovidProject,inc death,3,GR,53,21,2,30,0.69,0.74,0.42,0.89,0.44,1,19,Greece
ILM-EKF,inc death,3,GR,53,35,1,18,0.69,0.59,0.79,1,0.27,1,19,Greece
LANL-GrowthRate,inc death,3,GR,38,10,9,19,0.67,0.61,0.22,0.78,0.17,1,18,Greece
RobertWalraven-ESG,inc death,3,GR,35,8,18,8,0.45,0.39,0.47,0.74,-0.15,1,19,Greece
USC-SIkJalpha,inc death,3,GR,68,16,3,49,0.89,0.68,0.42,0.47,0.52,1,19,Greece
epiforecasts-EpiNow2,inc death,3,GR,71,28,4,39,0.92,0.9,0.32,0.79,0.34,1,19,Greece
EuroCOVIDhub-baseline,inc death,4,GR,103,17,25,61,1,1,0.22,0.78,0.29,1,18,Greece
EuroCOVIDhub-ensemble,inc death,4,GR,50,27,1,22,0.49,0.45,0.56,0.94,0.37,1,18,Greece
IEM_Health-CovidProject,inc death,4,GR,89,31,1,57,0.86,0.94,0.28,0.83,0.56,1,18,Greece
ILM-EKF,inc death,4,GR,71,41,2,28,0.69,0.64,0.44,1,0.28,1,18,Greece
LANL-GrowthRate,inc death,4,GR,54,14,10,30,0.69,0.63,0.29,0.82,0.17,1,17,Greece
RobertWalraven-ESG,inc death,4,GR,55,10,31,14,0.53,0.45,0.5,0.67,-0.1,1,18,Greece
UMass-MechBayes,inc death,1,GR,21,10,6,5,0.75,0.57,0.56,0.83,0.18,1,18,Greece
USC-SIkJalpha,inc death,4,GR,83,20,7,56,0.81,0.63,0.17,0.39,0.41,1,18,Greece
epiforecasts-EpiNow2,inc death,4,GR,88,43,4,41,0.86,0.81,0.39,0.83,0.32,1,18,Greece
LANL-GrowthRate,inc death,5,GR,68,20,10,38,NA,NA,0.19,0.75,0.26,1,16,Greece
UMass-MechBayes,inc death,2,GR,27,12,6,9,0.63,0.68,0.47,0.88,0.16,1,17,Greece
USC-SIkJalpha,inc death,5,GR,105,27,10,68,NA,NA,0.24,0.35,0.42,1,17,Greece
UMass-MechBayes,inc death,3,GR,36,16,8,12,0.67,0.7,0.56,0.81,0.13,1,16,Greece
UMass-MechBayes,inc death,4,GR,36,19,8,9,0.61,0.62,0.47,0.93,0.04,1,15,Greece
UMass-SemiMech,inc death,4,GR,47,24,1,21,0.79,0.75,0.6,1,0.35,1,15,Greece
MUNI-ARIMA,inc death,1,GR,19,8,3,8,0.75,0.68,0.62,0.92,0.1,1,13,Greece
MUNI-ARIMA,inc death,2,GR,33,17,1,16,0.63,0.56,0.58,1,0.31,1,12,Greece
MUNI-ARIMA,inc death,3,GR,51,22,1,27,0.67,0.61,0.4,1,0.44,1,10,Greece
MUNI-ARIMA,inc death,4,GR,71,29,2,41,0.69,0.63,0.22,1,0.54,1,9,Greece
EuroCOVIDhub-baseline,inc case,1,HR,969,132,400,437,1,1,0.29,1,0.07,1,21,Croatia
EuroCOVIDhub-ensemble,inc case,1,HR,578,331,52,195,0.56,0.65,0.62,1,0.04,1,21,Croatia
IEM_Health-CovidProject,inc case,1,HR,952,419,84,449,0.98,1.13,0.38,0.95,0.09,1,21,Croatia
ILM-EKF,inc case,1,HR,837,279,148,410,0.79,1.02,0.33,0.95,-0.09,1,21,Croatia
LANL-GrowthRate,inc case,1,HR,745,485,240,20,0.73,0.87,0.75,1,-0.41,1,20,Croatia
USC-SIkJalpha,inc case,1,HR,1155,326,186,643,1.11,1.04,0.19,0.38,0.23,1,21,Croatia
epiforecasts-EpiNow2,inc case,1,HR,507,215,44,248,0.46,0.56,0.57,0.9,0.02,1,21,Croatia
EuroCOVIDhub-baseline,inc case,2,HR,1841,282,701,857,1,1,0.35,0.85,0.02,1,20,Croatia
EuroCOVIDhub-ensemble,inc case,2,HR,1236,534,126,576,0.6,0.74,0.4,0.95,0.09,1,20,Croatia
IEM_Health-CovidProject,inc case,2,HR,2093,658,239,1196,1.09,1.28,0.25,0.75,0.1,1,20,Croatia
ILM-EKF,inc case,2,HR,1812,514,297,1002,0.85,1.11,0.2,0.9,-0.05,1,20,Croatia
LANL-GrowthRate,inc case,2,HR,986,613,302,71,0.76,0.9,0.68,1,-0.36,1,19,Croatia
USC-SIkJalpha,inc case,2,HR,2027,398,364,1265,0.99,0.87,0.15,0.3,0.15,1,20,Croatia
epiforecasts-EpiNow2,inc case,2,HR,1112,459,55,599,0.51,0.65,0.45,0.95,0.01,1,20,Croatia
EuroCOVIDhub-baseline,inc case,3,HR,2671,415,950,1306,1,1,0.42,0.79,0.06,1,19,Croatia
EuroCOVIDhub-ensemble,inc case,3,HR,2319,851,229,1239,0.74,0.96,0.32,0.89,0.17,1,19,Croatia
IEM_Health-CovidProject,inc case,3,HR,3744,1012,429,2303,1.29,1.5,0.21,0.63,0.16,1,19,Croatia
ILM-EKF,inc case,3,HR,3300,890,428,1981,1.01,1.32,0.21,0.63,-0,1,19,Croatia
LANL-GrowthRate,inc case,3,HR,1466,726,512,228,0.89,1.07,0.56,0.89,-0.26,1,18,Croatia
USC-SIkJalpha,inc case,3,HR,3076,483,583,2009,1,0.92,0.21,0.32,0.06,1,19,Croatia
epiforecasts-EpiNow2,inc case,3,HR,2094,808,85,1201,0.65,0.87,0.21,0.95,-0,1,19,Croatia
EuroCOVIDhub-baseline,inc case,4,HR,3447,531,1157,1760,1,1,0.39,0.61,0.15,1,18,Croatia
EuroCOVIDhub-ensemble,inc case,4,HR,3839,1358,271,2210,0.92,1.18,0.33,0.78,0.25,1,18,Croatia
IEM_Health-CovidProject,inc case,4,HR,5951,1561,582,3808,1.55,1.82,0.28,0.5,0.21,1,18,Croatia
ILM-EKF,inc case,4,HR,5482,1494,527,3461,1.25,1.66,0.28,0.61,0.05,1,18,Croatia
LANL-GrowthRate,inc case,4,HR,2085,847,729,508,1.04,1.26,0.47,0.88,-0.08,1,17,Croatia
USC-SIkJalpha,inc case,4,HR,4280,644,690,2946,1.04,1.02,0.22,0.28,0.08,1,18,Croatia
epiforecasts-EpiNow2,inc case,4,HR,3419,1233,124,2062,0.84,1.09,0.22,0.78,0.06,1,18,Croatia
LANL-GrowthRate,inc case,5,HR,2770,918,961,891,NA,NA,0.31,0.88,0.09,1,16,Croatia
USC-SIkJalpha,inc case,5,HR,5624,843,663,4118,NA,NA,0.12,0.18,0.03,1,17,Croatia
UMass-SemiMech,inc case,4,HR,2884,1193,48,1644,1.04,1.26,0.2,0.67,0.47,1,15,Croatia
MUNI-ARIMA,inc case,1,HR,220,122,6,92,0.73,0.87,0.92,1,0.12,1,13,Croatia
MUNI-ARIMA,inc case,2,HR,478,259,22,197,0.76,0.9,0.83,1,0.02,1,12,Croatia
RobertWalraven-ESG,inc case,1,HR,200,107,57,36,0.69,1.03,0.52,0.81,-0.08,1,21,Croatia
MUNI-ARIMA,inc case,3,HR,524,312,59,153,0.89,1.07,0.9,1,-0.12,1,10,Croatia
RobertWalraven-ESG,inc case,2,HR,265,129,125,11,0.68,0.9,0.45,0.75,-0.27,1,20,Croatia
MUNI-ARIMA,inc case,4,HR,625,382,87,156,1.04,1.26,0.89,1,-0.16,1,9,Croatia
RobertWalraven-ESG,inc case,3,HR,326,142,184,1,0.79,0.98,0.42,0.63,-0.31,1,19,Croatia
RobertWalraven-ESG,inc case,4,HR,345,150,195,0,0.8,1.02,0.44,0.56,-0.3,1,18,Croatia
EuroCOVIDhub-baseline,inc death,1,HR,19,3,7,8,1,1,0.29,0.95,0.09,1,21,Croatia
EuroCOVIDhub-ensemble,inc death,1,HR,8,6,1,2,0.44,0.38,0.9,1,0.05,1,21,Croatia
IEM_Health-CovidProject,inc death,1,HR,13,5,3,5,0.71,0.77,0.52,0.95,-0.03,1,21,Croatia
ILM-EKF,inc death,1,HR,16,15,0,1,0.87,0.47,1,1,0.03,1,21,Croatia
LANL-GrowthRate,inc death,1,HR,9,3,4,2,0.64,0.56,0.25,0.85,-0.18,1,20,Croatia
RobertWalraven-ESG,inc death,1,HR,13,3,6,4,0.71,0.71,0.48,0.71,-0.09,1,21,Croatia
USC-SIkJalpha,inc death,1,HR,15,5,3,7,0.79,0.62,0.43,0.48,0.31,1,21,Croatia
epiforecasts-EpiNow2,inc death,1,HR,8,5,1,2,0.44,0.49,0.57,1,0.12,1,21,Croatia
EuroCOVIDhub-baseline,inc death,2,HR,36,7,13,17,1,1,0.4,0.8,0.06,1,20,Croatia
EuroCOVIDhub-ensemble,inc death,2,HR,14,8,2,5,0.39,0.42,0.65,1,0.15,1,20,Croatia
IEM_Health-CovidProject,inc death,2,HR,30,8,7,15,0.83,0.84,0.4,0.75,0.05,1,20,Croatia
ILM-EKF,inc death,2,HR,21,17,0,4,0.58,0.48,1,1,0.06,1,20,Croatia
LANL-GrowthRate,inc death,2,HR,13,5,6,3,0.54,0.51,0.32,0.84,-0.2,1,19,Croatia
RobertWalraven-ESG,inc death,2,HR,29,4,15,10,0.79,0.69,0.45,0.6,-0.14,1,20,Croatia
USC-SIkJalpha,inc death,2,HR,18,6,2,10,0.49,0.43,0.35,0.55,0.32,1,20,Croatia
epiforecasts-EpiNow2,inc death,2,HR,12,7,0,5,0.34,0.36,0.6,1,0.22,1,20,Croatia
EuroCOVIDhub-baseline,inc death,3,HR,56,9,20,26,1,1,0.32,0.63,0.08,1,19,Croatia
EuroCOVIDhub-ensemble,inc death,3,HR,26,10,4,12,0.46,0.51,0.47,0.89,0.22,1,19,Croatia
IEM_Health-CovidProject,inc death,3,HR,56,11,13,32,1.01,0.99,0.32,0.68,0.11,1,19,Croatia
ILM-EKF,inc death,3,HR,34,20,2,12,0.61,0.66,0.63,1,0.11,1,19,Croatia
LANL-GrowthRate,inc death,3,HR,20,7,10,4,0.62,0.62,0.39,0.83,-0.11,1,18,Croatia
RobertWalraven-ESG,inc death,3,HR,50,4,29,16,0.89,0.74,0.37,0.58,-0.11,1,19,Croatia
USC-SIkJalpha,inc death,3,HR,31,7,3,21,0.56,0.51,0.32,0.47,0.48,1,19,Croatia
epiforecasts-EpiNow2,inc death,3,HR,23,11,1,12,0.42,0.45,0.63,1,0.19,1,19,Croatia
EuroCOVIDhub-baseline,inc death,4,HR,76,12,27,37,1,1,0.28,0.56,0.12,1,18,Croatia
EuroCOVIDhub-ensemble,inc death,4,HR,44,15,6,23,0.58,0.64,0.44,0.83,0.29,1,18,Croatia
