model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
LANL-GrowthRate,inc case,4,EE,1052,277,203,573,0.79,1515,0.78,0.28,0.72,-0.04,1,25,Estonia
USC-SIkJalpha,inc case,4,EE,1008,261,317,430,0.88,1100,0.64,0.23,0.23,-0.19,1,26,Estonia
epiforecasts-EpiNow2,inc case,4,EE,1381,398,206,777,1.4,2036,1.27,0.27,0.65,-0.15,1,26,Estonia
MUNI-ARIMA,inc case,1,EE,126,55,39,31,0.65,209,0.76,0.43,1,-0.05,1,21,Estonia
MUNI-ARIMA,inc case,2,EE,198,108,44,46,0.59,269,0.55,0.7,1,-0.09,1,20,Estonia
RobertWalraven-ESG,inc case,1,EE,176,37,78,62,0.9,517,0.98,0.17,0.69,-0.15,1,29,Estonia
MUNI-ARIMA,inc case,3,EE,328,157,85,87,0.63,539,0.71,0.61,0.94,-0.15,1,18,Estonia
RobertWalraven-ESG,inc case,2,EE,360,46,213,102,1.1,955,0.97,0.07,0.39,-0.31,1,28,Estonia
MUNI-ARIMA,inc case,4,EE,400,205,109,86,0.57,644,0.62,0.59,1,-0.19,1,17,Estonia
RobertWalraven-ESG,inc case,3,EE,593,54,419,120,1.24,1379,0.99,0.04,0.33,-0.32,1,27,Estonia
RobertWalraven-ESG,inc case,4,EE,796,62,608,125,1.24,1696,0.94,0.08,0.31,-0.28,1,26,Estonia
Karlen-pypm,inc case,1,EE,217,141,31,45,0.93,309,0.94,0.55,1,0.07,1,11,Estonia
Karlen-pypm,inc case,2,EE,421,215,34,172,1.02,664,1.08,0.6,1,0.19,1,10,Estonia
Karlen-pypm,inc case,3,EE,805,333,14,458,1.2,1209,1.2,0.56,0.89,0.33,1,9,Estonia
Karlen-pypm,inc case,4,EE,1584,516,20,1048,1.73,2402,1.73,0.5,0.75,0.45,1,8,Estonia
EuroCOVIDhub-baseline,inc death,1,EE,4,1,1,2,1,6,1,0.34,0.9,0,1,29,Estonia
EuroCOVIDhub-ensemble,inc death,1,EE,3,2,1,1,0.71,4,0.71,0.69,1,0.06,1,29,Estonia
IEM_Health-CovidProject,inc death,1,EE,4,2,0,1,0.89,5,0.93,0.55,0.83,0.2,1,29,Estonia
ILM-EKF,inc death,1,EE,5,5,0,0,1.26,4,0.69,0.86,1,0.09,1,29,Estonia
LANL-GrowthRate,inc death,1,EE,5,1,2,2,1.28,8,1.41,0.25,0.79,0.03,1,28,Estonia
RobertWalraven-ESG,inc death,1,EE,4,1,1,2,0.93,5,0.94,0.41,0.76,-0.07,1,29,Estonia
USC-SIkJalpha,inc death,1,EE,4,1,1,2,0.93,5,0.84,0.38,0.48,0.08,1,29,Estonia
epiforecasts-EpiNow2,inc death,1,EE,3,2,1,1,0.78,5,0.84,0.63,1,0.1,1,27,Estonia
EuroCOVIDhub-baseline,inc death,2,EE,6,1,1,4,1,8,1,0.39,0.89,0.09,1,28,Estonia
EuroCOVIDhub-ensemble,inc death,2,EE,3,2,0,1,0.6,5,0.61,0.61,0.96,0.11,1,28,Estonia
IEM_Health-CovidProject,inc death,2,EE,5,2,1,2,0.99,8,0.96,0.5,0.79,0.25,1,28,Estonia
ILM-EKF,inc death,2,EE,6,5,0,1,0.97,5,0.5,0.86,1,0.12,1,28,Estonia
LANL-GrowthRate,inc death,2,EE,7,1,3,3,1.31,11,1.29,0.26,0.63,-0,1,27,Estonia
RobertWalraven-ESG,inc death,2,EE,4,1,1,2,0.8,6,0.73,0.57,0.82,-0.12,1,28,Estonia
USC-SIkJalpha,inc death,2,EE,4,1,1,2,0.72,5,0.56,0.46,0.57,0.16,1,28,Estonia
epiforecasts-EpiNow2,inc death,2,EE,4,2,1,2,0.73,7,0.79,0.46,1,0.09,1,26,Estonia
EuroCOVIDhub-baseline,inc death,3,EE,8,2,1,5,1,12,1,0.37,0.78,0.15,1,27,Estonia
EuroCOVIDhub-ensemble,inc death,3,EE,4,2,1,1,0.54,6,0.54,0.56,0.85,0.13,1,27,Estonia
IEM_Health-CovidProject,inc death,3,EE,9,3,1,4,1.08,13,1.09,0.44,0.74,0.24,1,27,Estonia
ILM-EKF,inc death,3,EE,7,6,0,1,0.77,7,0.45,0.85,1,0.14,1,27,Estonia
LANL-GrowthRate,inc death,3,EE,9,2,3,4,1.12,13,1.12,0.19,0.62,-0.04,1,26,Estonia
RobertWalraven-ESG,inc death,3,EE,6,1,2,3,0.74,7,0.63,0.63,0.78,-0.11,1,27,Estonia
USC-SIkJalpha,inc death,3,EE,5,2,1,2,0.6,6,0.51,0.48,0.56,0.21,1,27,Estonia
epiforecasts-EpiNow2,inc death,3,EE,6,2,1,2,0.65,9,0.67,0.56,1,0.06,1,25,Estonia
EuroCOVIDhub-baseline,inc death,4,EE,11,2,1,7,1,15,1,0.38,0.77,0.2,1,26,Estonia
EuroCOVIDhub-ensemble,inc death,4,EE,5,3,1,2,0.52,8,0.54,0.54,0.88,0.17,1,26,Estonia
IEM_Health-CovidProject,inc death,4,EE,10,4,1,5,0.99,16,1,0.42,0.81,0.19,1,26,Estonia
ILM-EKF,inc death,4,EE,8,6,0,2,0.76,10,0.52,0.77,0.96,0.17,1,26,Estonia
LANL-GrowthRate,inc death,4,EE,8,2,2,4,0.9,12,0.82,0.28,0.6,0.01,1,25,Estonia
RobertWalraven-ESG,inc death,4,EE,7,1,3,3,0.73,9,0.63,0.5,0.69,-0.08,1,26,Estonia
UMass-MechBayes,inc death,1,EE,3,1,1,1,0.73,4,0.81,0.5,1,0.07,1,26,Estonia
USC-SIkJalpha,inc death,4,EE,5,2,1,2,0.52,6,0.4,0.42,0.69,0.13,1,26,Estonia
epiforecasts-EpiNow2,inc death,4,EE,7,3,1,3,0.62,10,0.61,0.62,0.92,0.09,1,24,Estonia
UMass-MechBayes,inc death,2,EE,2,1,0,1,0.5,3,0.5,0.56,1,0.09,1,25,Estonia
UMass-MechBayes,inc death,3,EE,3,1,1,1,0.47,5,0.51,0.5,1,0.16,1,24,Estonia
UMass-MechBayes,inc death,4,EE,3,1,0,1,0.4,4,0.38,0.52,0.96,0.22,1,23,Estonia
MUNI-ARIMA,inc death,1,EE,2,1,1,1,0.92,3,1.08,0.57,1,-0.02,1,21,Estonia
MUNI-ARIMA,inc death,2,EE,3,1,1,1,0.98,5,1.05,0.5,0.9,-0.01,1,20,Estonia
MUNI-ARIMA,inc death,3,EE,4,1,1,2,0.81,6,0.94,0.44,0.94,-0.09,1,18,Estonia
MUNI-ARIMA,inc death,4,EE,5,1,2,2,0.78,8,0.95,0.29,1,-0.12,1,17,Estonia
Karlen-pypm,inc death,1,EE,2,1,1,0,0.83,2,0.96,0.55,1,-0.25,1,11,Estonia
Karlen-pypm,inc death,2,EE,2,1,1,0,0.69,3,0.67,0.5,1,-0.32,1,10,Estonia
Karlen-pypm,inc death,3,EE,2,1,1,0,0.58,4,0.63,0.44,1,-0.29,1,9,Estonia
Karlen-pypm,inc death,4,EE,3,1,1,0,0.46,4,0.49,0.5,1,-0.27,1,8,Estonia
EuroCOVIDhub-baseline,inc hosp,1,EE,12,4,7,0,1,18,1,0.38,1,-0.49,1,8,Estonia
EuroCOVIDhub-baseline,inc hosp,2,EE,17,7,10,0,1,31,1,0.14,1,-0.66,1,7,Estonia
EuroCOVIDhub-baseline,inc hosp,3,EE,25,9,16,0,1,45,1,0.33,1,-0.68,1,6,Estonia
Karlen-pypm,inc hosp,1,EE,9,7,1,1,0.71,14,0.66,1,1,-0.02,1,6,Estonia
EuroCOVIDhub-baseline,inc hosp,4,EE,31,11,20,0,1,59,1,0,1,-0.74,1,5,Estonia
Karlen-pypm,inc hosp,2,EE,17,9,1,6,0.91,25,0.75,0.6,1,0.08,1,5,Estonia
Karlen-pypm,inc hosp,3,EE,28,14,0,14,1.05,44,0.93,0.75,1,0.2,1,4,Estonia
Karlen-pypm,inc hosp,4,EE,61,24,0,38,1.84,97,1.58,0.67,0.67,0.49,1,3,Estonia
EuroCOVIDhub-baseline,inc case,1,ES,10315,2672,4252,3391,1,15054,1,0.42,0.96,0.14,1,26,Spain
EuroCOVIDhub-ensemble,inc case,1,ES,9167,3824,2825,2518,0.87,13184,0.87,0.69,0.92,-0.04,1,26,Spain
IEM_Health-CovidProject,inc case,1,ES,11554,2966,3565,5023,1.09,17905,1.16,0.19,0.88,0.22,1,26,Spain
ILM-EKF,inc case,1,ES,15429,1831,3696,9902,1.43,18904,1.21,0.52,0.72,0.18,1,25,Spain
LANL-GrowthRate,inc case,1,ES,13567,5831,5911,1825,1.2,18862,1.13,0.64,0.92,-0.36,1,25,Spain
USC-SIkJalpha,inc case,1,ES,13372,3616,6227,3530,1.28,15740,1.04,0.35,0.65,-0.15,1,26,Spain
epiforecasts-EpiNow2,inc case,1,ES,13004,8156,2830,2018,1.05,17633,1.02,0.76,1,-0.19,1,25,Spain
EuroCOVIDhub-baseline,inc case,2,ES,19600,5052,8196,6353,1,29139,1,0.4,0.96,0.12,1,25,Spain
EuroCOVIDhub-ensemble,inc case,2,ES,19796,6363,6863,6570,1.01,29357,1.01,0.6,0.92,0.04,1,25,Spain
IEM_Health-CovidProject,inc case,2,ES,25289,4449,9278,11561,1.27,35900,1.23,0.16,0.64,0.25,1,25,Spain
ILM-EKF,inc case,2,ES,43575,3784,8576,31216,2.16,53065,1.76,0.29,0.5,0.22,1,24,Spain
LANL-GrowthRate,inc case,2,ES,23146,7521,10932,4693,1.15,33154,1.11,0.6,0.88,-0.28,1,25,Spain
USC-SIkJalpha,inc case,2,ES,25777,4639,12658,8480,1.31,31852,1.09,0.24,0.56,-0.13,1,25,Spain
epiforecasts-EpiNow2,inc case,2,ES,25666,14525,6796,4346,1.15,35280,1.11,0.71,0.96,-0.19,1,24,Spain
EuroCOVIDhub-baseline,inc case,3,ES,28178,6943,11766,9469,1,42370,1,0.42,0.92,0.14,1,24,Spain
EuroCOVIDhub-ensemble,inc case,3,ES,34134,9258,10902,13975,1.25,49342,1.19,0.54,0.79,0.17,1,24,Spain
IEM_Health-CovidProject,inc case,3,ES,39276,6354,14834,18088,1.39,54418,1.29,0.17,0.46,0.28,1,24,Spain
ILM-EKF,inc case,3,ES,84329,7004,12680,64645,3.03,102403,2.43,0.25,0.5,0.28,1,24,Spain
LANL-GrowthRate,inc case,3,ES,31324,9723,16557,5044,1.05,40920,0.91,0.57,0.87,-0.19,1,23,Spain
UNED-PreCoV2,inc case,1,ES,10974,9066,1641,266,1,9413,0.6,0.92,1,-0.14,1,26,Spain
USC-SIkJalpha,inc case,3,ES,39571,5857,18944,14770,1.41,47806,1.13,0.25,0.54,-0.12,1,24,Spain
epiforecasts-EpiNow2,inc case,3,ES,39603,19704,11645,8254,1.28,55566,1.21,0.65,0.91,-0.18,1,23,Spain
EuroCOVIDhub-baseline,inc case,4,ES,34229,8508,13473,12248,1,51490,1,0.43,0.87,0.12,1,23,Spain
EuroCOVIDhub-ensemble,inc case,4,ES,51475,12466,13556,25452,1.58,73182,1.46,0.39,0.78,0.19,1,23,Spain
IEM_Health-CovidProject,inc case,4,ES,48589,8775,18111,21703,1.42,68390,1.33,0.17,0.48,0.22,1,23,Spain
ILM-EKF,inc case,4,ES,145327,12843,15176,117308,4.29,178527,3.43,0.18,0.5,0.34,1,22,Spain
LANL-GrowthRate,inc case,4,ES,35241,9234,20145,5863,0.97,45565,0.83,0.41,0.86,-0.16,1,22,Spain
UNED-PreCoV2,inc case,2,ES,21868,15722,4371,1776,1.05,24741,0.83,0.87,1,-0.02,1,24,Spain
USC-SIkJalpha,inc case,4,ES,54058,7670,24939,21449,1.6,64118,1.25,0.3,0.52,-0.13,1,23,Spain
epiforecasts-EpiNow2,inc case,4,ES,48241,20456,16415,11370,1.28,68043,1.22,0.64,0.91,-0.23,1,22,Spain
UNED-PreCoV2,inc case,3,ES,37923,26075,7427,4421,1.27,42895,0.97,0.73,1,0.06,1,22,Spain
UB-BSLCoV,inc case,1,ES,15223,3900,2322,9001,1.38,22473,1.42,0.55,0.9,0.06,1,20,Spain
MUNI-ARIMA,inc case,1,ES,15368,2055,10101,3212,1.36,20217,1.24,0.32,0.79,0.27,1,19,Spain
UB-BSLCoV,inc case,2,ES,51617,8535,6950,36132,2.4,70604,2.22,0.53,0.74,0.11,1,19,Spain
MUNI-ARIMA,inc case,2,ES,27525,3934,15874,7718,1.21,38082,1.14,0.22,0.61,0.24,1,18,Spain
UB-BSLCoV,inc case,3,ES,126369,19977,12569,93822,4.04,166462,3.56,0.44,0.72,0.21,1,18,Spain
RobertWalraven-ESG,inc case,1,ES,12891,2624,8979,1287,1.04,14238,0.89,0.42,0.88,-0.32,1,26,Spain
UB-BSLCoV,inc case,4,ES,281721,49892,18512,213318,7.34,377621,6.57,0.41,0.65,0.18,1,17,Spain
MUNI-ARIMA,inc case,3,ES,40081,5992,21434,12655,1.12,56210,1.06,0.19,0.69,0.24,1,16,Spain
RobertWalraven-ESG,inc case,2,ES,26163,3188,19810,3165,1.02,26370,0.84,0.32,0.76,-0.32,1,25,Spain
MUNI-ARIMA,inc case,4,ES,47151,7866,23048,16238,1.04,66395,1,0.27,0.6,0.18,1,15,Spain
RobertWalraven-ESG,inc case,3,ES,38162,3656,29540,4966,0.97,35293,0.77,0.38,0.71,-0.29,1,24,Spain
RobertWalraven-ESG,inc case,4,ES,47277,4002,37186,6090,0.93,42443,0.75,0.43,0.61,-0.28,1,23,Spain
Karlen-pypm,inc case,1,ES,17841,6559,831,10451,1.4,30468,1.65,0.09,1,0.16,1,11,Spain
Karlen-pypm,inc case,2,ES,51086,10950,1309,38827,2.09,77293,2,0.2,0.7,0.18,1,10,Spain
Karlen-pypm,inc case,3,ES,110696,17417,1315,91965,3.01,153970,2.63,0.11,0.44,0.18,1,9,Spain
Karlen-pypm,inc case,4,ES,192745,23455,1356,167935,4.08,257060,3.42,0.12,0.38,0.23,1,8,Spain
EuroCOVIDhub-baseline,inc death,1,ES,168,59,42,66,1,215,1,0.62,1,0.09,1,29,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,132,49,50,33,0.77,191,0.96,0.52,0.97,0.12,1,29,Spain
IEM_Health-CovidProject,inc death,1,ES,129,49,38,42,0.81,191,0.97,0.62,0.86,0.18,1,29,Spain
ILM-EKF,inc death,1,ES,214,65,57,92,1.1,302,1.39,0.68,0.93,0.1,1,28,Spain
LANL-GrowthRate,inc death,1,ES,131,29,80,22,0.8,169,0.89,0.39,0.82,-0.11,1,28,Spain
RobertWalraven-ESG,inc death,1,ES,126,37,60,29,0.81,185,0.96,0.45,0.79,-0.06,1,29,Spain
USC-SIkJalpha,inc death,1,ES,168,23,92,53,1.03,201,1.02,0.31,0.38,-0.06,1,29,Spain
epiforecasts-EpiNow2,inc death,1,ES,144,51,62,32,0.98,224,1.25,0.33,0.85,0.02,1,27,Spain
EuroCOVIDhub-baseline,inc death,2,ES,211,122,27,62,1,258,1,0.79,1,0.06,1,28,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,158,61,52,45,0.69,231,0.87,0.54,0.93,0.08,1,28,Spain
IEM_Health-CovidProject,inc death,2,ES,176,63,42,70,0.84,269,1.11,0.5,0.89,0.19,1,28,Spain
ILM-EKF,inc death,2,ES,303,85,60,158,1.1,432,1.38,0.44,0.93,0.17,1,27,Spain
LANL-GrowthRate,inc death,2,ES,147,34,84,28,0.66,200,0.79,0.41,0.89,-0.09,1,27,Spain
RobertWalraven-ESG,inc death,2,ES,159,43,85,31,0.8,232,0.96,0.43,0.71,-0.13,1,28,Spain
USC-SIkJalpha,inc death,2,ES,171,26,79,66,0.79,227,0.87,0.14,0.32,-0.01,1,28,Spain
epiforecasts-EpiNow2,inc death,2,ES,180,72,84,23,0.88,246,1.01,0.5,0.88,-0.14,1,26,Spain
EuroCOVIDhub-baseline,inc death,3,ES,221,169,15,37,1,245,1,0.96,1,0.07,1,27,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,148,72,47,28,0.62,216,0.79,0.59,1,0.06,1,27,Spain
IEM_Health-CovidProject,inc death,3,ES,192,79,26,86,0.94,276,1.17,0.56,0.85,0.14,1,27,Spain
ILM-EKF,inc death,3,ES,310,92,69,149,1.05,439,1.31,0.54,0.85,0.19,1,26,Spain
LANL-GrowthRate,inc death,3,ES,163,41,95,26,0.64,228,0.79,0.38,0.88,-0.13,1,26,Spain
RobertWalraven-ESG,inc death,3,ES,190,48,113,29,0.88,271,1.05,0.41,0.67,-0.2,1,27,Spain
USC-SIkJalpha,inc death,3,ES,222,28,134,60,0.88,265,0.91,0.3,0.37,-0.24,1,27,Spain
epiforecasts-EpiNow2,inc death,3,ES,214,98,94,22,0.97,275,1.06,0.56,0.88,-0.13,1,25,Spain
EuroCOVIDhub-baseline,inc death,4,ES,270,205,15,49,1,323,1,0.92,1,0.1,1,26,Spain
EuroCOVIDhub-ensemble,inc death,4,ES,168,92,27,48,0.6,230,0.7,0.69,0.96,0.1,1,26,Spain
IEM_Health-CovidProject,inc death,4,ES,236,92,39,105,0.96,354,1.21,0.35,0.85,0.17,1,26,Spain
ILM-EKF,inc death,4,ES,478,138,25,316,1.3,663,1.53,0.52,0.76,0.16,1,25,Spain
LANL-GrowthRate,inc death,4,ES,134,46,64,25,0.52,198,0.62,0.4,0.96,-0.17,1,25,Spain
RobertWalraven-ESG,inc death,4,ES,174,52,104,18,0.74,251,0.85,0.42,0.73,-0.26,1,26,Spain
UNED-PreCoV2,inc death,1,ES,130,117,4,9,1.19,161,0.87,0.96,1,0.11,1,29,Spain
USC-SIkJalpha,inc death,4,ES,166,35,70,60,0.6,214,0.64,0.31,0.54,-0.3,1,26,Spain
epiforecasts-EpiNow2,inc death,4,ES,230,133,73,24,0.91,264,0.92,0.67,0.92,-0.13,1,24,Spain
UMass-MechBayes,inc death,1,ES,145,66,10,69,1.64,246,2.17,0.28,0.96,0.32,1,25,Spain
UNED-PreCoV2,inc death,2,ES,154,124,20,10,0.93,161,0.86,0.92,1,0.04,1,26,Spain
UMass-MechBayes,inc death,2,ES,164,82,5,77,1.3,258,1.57,0.5,0.96,0.3,1,24,Spain
UNED-PreCoV2,inc death,3,ES,181,130,38,13,0.93,235,1.07,0.83,1,-0.02,1,24,Spain
UMass-MechBayes,inc death,3,ES,210,115,6,88,1.24,295,1.4,0.52,0.96,0.32,1,23,Spain
UB-BSLCoV,inc death,1,ES,113,86,8,18,1.31,131,1.27,0.82,1,0.01,1,22,Spain
UMass-MechBayes,inc death,4,ES,298,173,12,113,1.37,406,1.52,0.36,1,0.33,1,22,Spain
MUNI-ARIMA,inc death,1,ES,71,29,15,26,0.81,113,1.08,0.57,0.95,0.12,1,21,Spain
UB-BSLCoV,inc death,2,ES,214,156,18,40,1.62,255,1.69,0.81,1,0.03,1,21,Spain
MUNI-ARIMA,inc death,2,ES,106,42,23,41,0.81,171,1.1,0.5,1,0.12,1,20,Spain
UB-BSLCoV,inc death,3,ES,396,291,28,77,2.49,444,2.48,0.65,1,0.04,1,20,Spain
UB-BSLCoV,inc death,4,ES,718,548,43,128,3.64,668,2.98,0.58,1,0.01,1,19,Spain
MUNI-ARIMA,inc death,3,ES,134,56,33,44,0.86,226,1.28,0.28,1,0.09,1,18,Spain
MUNI-ARIMA,inc death,4,ES,151,68,45,38,0.79,247,1.12,0.53,1,0.04,1,17,Spain
Karlen-pypm,inc death,1,ES,100,29,61,10,0.95,152,1.18,0.27,0.91,-0.34,1,11,Spain
Karlen-pypm,inc death,2,ES,149,36,89,23,0.85,228,1.1,0.3,0.7,-0.46,1,10,Spain
Karlen-pypm,inc death,3,ES,205,48,114,42,0.9,311,1.17,0.11,0.67,-0.56,1,9,Spain
Karlen-pypm,inc death,4,ES,308,69,145,94,1.02,492,1.41,0,0.62,-0.48,1,8,Spain
EuroCOVIDhub-baseline,inc hosp,1,ES,684,222,306,157,1,1052,1,0.25,1,0.24,1,8,Spain
EuroCOVIDhub-baseline,inc hosp,2,ES,859,410,162,287,1,1350,1,0.14,1,0.3,1,7,Spain
EuroCOVIDhub-baseline,inc hosp,3,ES,1079,582,81,416,1,1794,1,0.17,1,0.37,1,6,Spain
Karlen-pypm,inc hosp,1,ES,460,85,221,155,1.07,780,0.81,0,0.67,-0.58,1,6,Spain
EuroCOVIDhub-baseline,inc hosp,4,ES,1289,735,20,534,1,2124,1,0.4,1,0.4,1,5,Spain
Karlen-pypm,inc hosp,2,ES,554,90,214,250,0.68,886,0.65,0,0.4,-0.57,1,5,Spain
Karlen-pypm,inc hosp,3,ES,589,96,179,314,0.5,921,0.45,0,0.25,-0.48,1,4,Spain
Karlen-pypm,inc hosp,4,ES,644,107,135,402,0.42,976,0.36,0,0.67,-0.3,1,3,Spain
EuroCOVIDhub-baseline,inc case,1,FI,395,47,157,191,1,542,1,0.21,0.72,0.14,1,29,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,282,138,46,98,0.7,437,0.79,0.55,0.93,0.09,1,29,Finland
IEM_Health-CovidProject,inc case,1,FI,284,127,40,117,0.7,461,0.83,0.55,0.9,0.17,1,29,Finland
ILM-EKF,inc case,1,FI,421,164,74,182,1.05,672,1.23,0.45,0.93,0.09,1,29,Finland
LANL-GrowthRate,inc case,1,FI,297,159,50,89,0.74,448,0.81,0.68,0.96,0.03,1,28,Finland
USC-SIkJalpha,inc case,1,FI,458,122,140,196,1.17,558,1.03,0.45,0.52,0.07,1,29,Finland
epiforecasts-EpiNow2,inc case,1,FI,381,174,71,136,0.97,625,1.15,0.55,0.83,0.11,1,29,Finland
EuroCOVIDhub-baseline,inc case,2,FI,597,89,227,281,1,839,1,0.21,0.71,0.14,1,28,Finland
EuroCOVIDhub-ensemble,inc case,2,FI,488,202,85,200,0.81,747,0.89,0.5,0.86,0.11,1,28,Finland
IEM_Health-CovidProject,inc case,2,FI,543,184,85,274,0.91,835,0.99,0.39,0.86,0.21,1,28,Finland
ILM-EKF,inc case,2,FI,786,259,126,400,1.35,1181,1.43,0.39,0.82,0.11,1,28,Finland
LANL-GrowthRate,inc case,2,FI,518,209,113,197,0.87,817,0.97,0.41,0.93,0.12,1,27,Finland
USC-SIkJalpha,inc case,2,FI,599,148,146,305,1,730,0.87,0.39,0.57,-0.04,1,28,Finland
epiforecasts-EpiNow2,inc case,2,FI,770,341,115,314,1.33,1178,1.43,0.39,0.82,0.08,1,28,Finland
EuroCOVIDhub-baseline,inc case,3,FI,827,118,326,383,1,1133,1,0.26,0.67,0.22,1,27,Finland
EuroCOVIDhub-ensemble,inc case,3,FI,838,284,153,401,1.03,1359,1.23,0.3,0.78,0.14,1,27,Finland
IEM_Health-CovidProject,inc case,3,FI,903,263,167,473,1.11,1441,1.29,0.19,0.74,0.21,1,27,Finland
ILM-EKF,inc case,3,FI,1315,395,198,722,1.69,1960,1.8,0.37,0.78,0.09,1,27,Finland
LANL-GrowthRate,inc case,3,FI,847,258,211,377,1.04,1369,1.21,0.31,0.77,0.11,1,26,Finland
USC-SIkJalpha,inc case,3,FI,1083,176,337,570,1.37,1269,1.15,0.33,0.41,-0.04,1,27,Finland
epiforecasts-EpiNow2,inc case,3,FI,1444,642,178,624,1.85,2072,1.9,0.26,0.74,0.06,1,27,Finland
EuroCOVIDhub-baseline,inc case,4,FI,1063,140,434,489,1,1452,1,0.12,0.58,0.24,1,26,Finland
EuroCOVIDhub-ensemble,inc case,4,FI,1146,380,229,536,1.11,1780,1.27,0.35,0.73,0.16,1,26,Finland
IEM_Health-CovidProject,inc case,4,FI,1324,378,284,663,1.28,2013,1.43,0.15,0.62,0.23,1,26,Finland
ILM-EKF,inc case,4,FI,1981,591,295,1095,2.07,3003,2.24,0.31,0.73,0.09,1,26,Finland
LANL-GrowthRate,inc case,4,FI,1038,291,345,402,0.99,1610,1.11,0.24,0.72,0.15,1,25,Finland
USC-SIkJalpha,inc case,4,FI,1427,224,390,813,1.42,1747,1.24,0.27,0.38,0.03,1,26,Finland
epiforecasts-EpiNow2,inc case,4,FI,2313,1113,249,951,2.38,3142,2.31,0.27,0.69,0.06,1,26,Finland
MUNI-ARIMA,inc case,1,FI,338,73,141,124,0.85,517,0.94,0.24,0.76,-0.06,1,21,Finland
MUNI-ARIMA,inc case,2,FI,420,130,170,120,0.72,679,0.81,0.25,0.9,-0.1,1,20,Finland
RobertWalraven-ESG,inc case,1,FI,467,71,245,150,1.08,594,1.08,0.21,0.52,-0.16,1,29,Finland
MUNI-ARIMA,inc case,3,FI,717,195,268,253,0.84,1195,1.02,0.17,0.78,-0.03,1,18,Finland
RobertWalraven-ESG,inc case,2,FI,733,87,473,173,1.15,928,1.1,0.18,0.46,-0.29,1,28,Finland
MUNI-ARIMA,inc case,4,FI,875,244,399,232,0.79,1426,0.94,0.24,0.82,-0.08,1,17,Finland
RobertWalraven-ESG,inc case,3,FI,1054,98,789,167,1.16,1261,1.09,0.19,0.41,-0.32,1,27,Finland
RobertWalraven-ESG,inc case,4,FI,1357,105,1101,151,1.14,1576,1.07,0.19,0.42,-0.32,1,26,Finland
Karlen-pypm,inc case,1,FI,531,345,79,107,0.89,784,0.93,0.7,1,-0.09,1,10,Finland
Karlen-pypm,inc case,2,FI,862,459,134,269,0.99,1295,1.02,0.44,1,-0.09,1,9,Finland
Karlen-pypm,inc case,3,FI,1361,603,181,576,1.13,2263,1.34,0.38,1,0.02,1,8,Finland
Karlen-pypm,inc case,4,FI,1919,773,207,939,1.25,2978,1.38,0.29,0.86,0.13,1,7,Finland
EuroCOVIDhub-baseline,inc death,1,FI,3,1,1,1,1,5,1,0.38,1,0.18,1,29,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,2,1,1,0,0.78,3,0.68,0.69,0.97,0.09,1,29,Finland
IEM_Health-CovidProject,inc death,1,FI,3,1,1,1,0.95,4,0.92,0.59,0.9,0.04,1,29,Finland
ILM-EKF,inc death,1,FI,4,3,0,0,1.28,4,0.84,0.83,1,0.13,1,29,Finland
LANL-GrowthRate,inc death,1,FI,3,1,1,1,0.91,4,0.91,0.5,0.93,0.16,1,28,Finland
RobertWalraven-ESG,inc death,1,FI,3,1,2,0,1.01,4,0.91,0.55,0.86,-0.09,1,29,Finland
USC-SIkJalpha,inc death,1,FI,3,0,2,1,1.06,4,0.92,0.31,0.48,0.06,1,29,Finland
epiforecasts-EpiNow2,inc death,1,FI,2,1,0,1,0.8,4,0.74,0.69,1,0.13,1,29,Finland
EuroCOVIDhub-baseline,inc death,2,FI,3,2,1,1,1,6,1,0.43,1,0.08,1,28,Finland
EuroCOVIDhub-ensemble,inc death,2,FI,3,1,1,1,0.78,4,0.76,0.54,0.96,0.09,1,28,Finland
IEM_Health-CovidProject,inc death,2,FI,4,1,1,1,1.2,6,1.15,0.46,0.79,0.01,1,28,Finland
ILM-EKF,inc death,2,FI,4,3,0,1,1.2,4,0.73,0.75,1,0.15,1,28,Finland
LANL-GrowthRate,inc death,2,FI,3,1,1,1,0.97,5,0.91,0.56,0.93,0.09,1,27,Finland
RobertWalraven-ESG,inc death,2,FI,4,1,2,1,1.09,5,1.02,0.46,0.79,-0.11,1,28,Finland
USC-SIkJalpha,inc death,2,FI,3,1,1,1,0.96,4,0.79,0.36,0.5,-0.02,1,28,Finland
epiforecasts-EpiNow2,inc death,2,FI,3,2,0,1,0.85,4,0.79,0.54,0.96,0.14,1,28,Finland
EuroCOVIDhub-baseline,inc death,3,FI,4,2,1,1,1,6,1,0.63,1,0.04,1,27,Finland
EuroCOVIDhub-ensemble,inc death,3,FI,3,2,1,1,0.71,4,0.67,0.59,0.96,0.1,1,27,Finland
IEM_Health-CovidProject,inc death,3,FI,5,2,1,2,1.26,7,1.26,0.44,0.93,-0.01,1,27,Finland
ILM-EKF,inc death,3,FI,5,4,0,1,1.17,4,0.74,0.74,1,0.17,1,27,Finland
