model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
ILM-EKF,inc case,4,ES,152046,13321,15898,122827,4.44,186700,3.58,0.14,0.48,0.33,1,21,Spain
LANL-GrowthRate,inc case,4,ES,36577,9419,21104,6053,1,47216,0.85,0.38,0.86,-0.19,1,21,Spain
UNED-PreCoV2,inc case,2,ES,22681,16255,4570,1856,1.06,25811,0.85,0.86,1,-0.03,1,23,Spain
USC-SIkJalpha,inc case,4,ES,56369,7948,26073,22348,1.66,66793,1.3,0.32,0.5,-0.17,1,22,Spain
epiforecasts-EpiNow2,inc case,4,ES,50259,21165,17183,11912,1.32,71087,1.27,0.62,0.9,-0.23,1,21,Spain
LANL-GrowthRate,inc case,5,ES,38617,8388,22767,7462,NA,51892,NA,0.4,0.8,-0.16,1,20,Spain
UNED-PreCoV2,inc case,3,ES,39303,26931,7780,4592,1.29,44566,0.99,0.71,1,0.05,1,21,Spain
USC-SIkJalpha,inc case,5,ES,72064,10066,31045,30953,NA,85418,NA,0.33,0.43,-0.18,1,21,Spain
LANL-GrowthRate,inc case,6,ES,39280,8038,22924,8317,NA,53787,NA,0.42,0.79,-0.17,1,19,Spain
UB-BSLCoV,inc case,1,ES,15968,4071,2423,9475,1.36,23552,1.4,0.53,0.89,0.09,1,19,Spain
MUNI-ARIMA,inc case,1,ES,16139,2106,10662,3370,1.34,21215,1.22,0.28,0.78,0.27,1,18,Spain
UB-BSLCoV,inc case,2,ES,54419,8959,7320,38140,2.44,74419,2.26,0.5,0.72,0.14,1,18,Spain
MUNI-ARIMA,inc case,2,ES,28904,4008,16807,8089,1.22,39915,1.15,0.18,0.59,0.23,1,17,Spain
UB-BSLCoV,inc case,3,ES,133676,21054,13308,99313,4.15,176069,3.68,0.41,0.71,0.2,1,17,Spain
RobertWalraven-ESG,inc case,1,ES,13472,2565,9539,1368,1,14792,0.89,0.4,0.88,-0.33,1,25,Spain
UB-BSLCoV,inc case,4,ES,299205,52892,19668,226645,7.61,401134,6.86,0.38,0.62,0.18,1,16,Spain
MUNI-ARIMA,inc case,3,ES,41872,6053,22863,12956,1.13,58407,1.07,0.2,0.67,0.2,1,15,Spain
RobertWalraven-ESG,inc case,2,ES,27601,3094,21130,3377,1.02,27463,0.86,0.29,0.75,-0.34,1,24,Spain
MUNI-ARIMA,inc case,4,ES,48501,7825,24694,15983,1.03,67806,0.99,0.29,0.57,0.13,1,14,Spain
RobertWalraven-ESG,inc case,3,ES,40493,3523,31649,5320,0.99,36821,0.79,0.35,0.7,-0.3,1,23,Spain
RobertWalraven-ESG,inc case,4,ES,50508,3905,40046,6558,0.95,44366,0.78,0.41,0.59,-0.29,1,22,Spain
Karlen-pypm,inc case,1,ES,19394,7101,797,11497,1.35,33015,1.58,0.1,1,0.24,1,10,Spain
Karlen-pypm,inc case,2,ES,56044,12105,798,43141,2.11,84899,2.03,0.22,0.78,0.31,1,9,Spain
Karlen-pypm,inc case,3,ES,123695,19533,701,103460,3.09,172113,2.72,0.12,0.5,0.33,1,8,Spain
Karlen-pypm,inc case,4,ES,219305,26738,642,191925,4.26,292528,3.58,0.14,0.43,0.4,1,7,Spain
EuroCOVIDhub-baseline,inc death,1,ES,171,60,44,68,1,221,1,0.61,1,0.07,1,28,Spain
EuroCOVIDhub-ensemble,inc death,1,ES,135,50,51,34,0.77,195,0.96,0.54,0.96,0.14,1,28,Spain
IEM_Health-CovidProject,inc death,1,ES,133,50,39,44,0.82,197,0.99,0.61,0.86,0.19,1,28,Spain
ILM-EKF,inc death,1,ES,221,67,58,96,1.1,310,1.39,0.67,0.93,0.12,1,27,Spain
LANL-GrowthRate,inc death,1,ES,132,29,79,23,0.79,170,0.87,0.41,0.85,-0.08,1,27,Spain
RobertWalraven-ESG,inc death,1,ES,129,37,62,30,0.81,190,0.98,0.43,0.79,-0.06,1,28,Spain
USC-SIkJalpha,inc death,1,ES,170,24,91,55,1.01,204,1.01,0.32,0.39,-0.02,1,28,Spain
EuroCOVIDhub-baseline,inc death,2,ES,214,122,28,64,1,265,1,0.78,1,0.06,1,27,Spain
EuroCOVIDhub-ensemble,inc death,2,ES,162,62,53,47,0.69,235,0.86,0.56,0.93,0.11,1,27,Spain
IEM_Health-CovidProject,inc death,2,ES,179,64,44,71,0.85,273,1.09,0.52,0.89,0.18,1,27,Spain
ILM-EKF,inc death,2,ES,312,87,60,164,1.1,442,1.36,0.46,0.92,0.2,1,26,Spain
LANL-GrowthRate,inc death,2,ES,150,35,85,30,0.66,204,0.78,0.42,0.88,-0.06,1,26,Spain
RobertWalraven-ESG,inc death,2,ES,163,43,88,32,0.81,238,0.95,0.41,0.7,-0.14,1,27,Spain
USC-SIkJalpha,inc death,2,ES,172,27,77,69,0.77,229,0.85,0.15,0.33,0.03,1,27,Spain
epiforecasts-EpiNow2,inc death,2,ES,182,74,84,24,0.88,248,0.98,0.52,0.88,-0.11,1,25,Spain
EuroCOVIDhub-baseline,inc death,3,ES,220,169,15,35,1,241,1,0.96,1,0.06,1,26,Spain
EuroCOVIDhub-ensemble,inc death,3,ES,151,73,49,29,0.64,220,0.82,0.58,1,0.05,1,26,Spain
IEM_Health-CovidProject,inc death,3,ES,174,76,27,71,0.83,246,1.05,0.58,0.88,0.1,1,26,Spain
ILM-EKF,inc death,3,ES,319,93,71,154,1.09,453,1.38,0.52,0.84,0.21,1,25,Spain
LANL-GrowthRate,inc death,3,ES,161,39,99,23,0.63,222,0.76,0.4,0.88,-0.16,1,25,Spain
RobertWalraven-ESG,inc death,3,ES,189,48,118,23,0.89,269,1.06,0.42,0.65,-0.24,1,26,Spain
USC-SIkJalpha,inc death,3,ES,225,29,134,62,0.9,268,0.94,0.31,0.38,-0.21,1,26,Spain
epiforecasts-EpiNow2,inc death,3,ES,220,100,97,23,1.01,283,1.12,0.54,0.88,-0.12,1,24,Spain
EuroCOVIDhub-baseline,inc death,4,ES,269,204,16,49,1,319,1,0.92,1,0.09,1,25,Spain
EuroCOVIDhub-ensemble,inc death,4,ES,171,93,28,49,0.62,235,0.73,0.68,0.96,0.09,1,25,Spain
IEM_Health-CovidProject,inc death,4,ES,228,91,40,97,0.93,340,1.18,0.36,0.84,0.14,1,25,Spain
ILM-EKF,inc death,4,ES,496,142,25,329,1.37,685,1.62,0.5,0.75,0.19,1,24,Spain
LANL-GrowthRate,inc death,4,ES,133,44,66,23,0.52,196,0.62,0.42,0.96,-0.2,1,24,Spain
RobertWalraven-ESG,inc death,4,ES,170,52,108,10,0.73,246,0.85,0.44,0.76,-0.31,1,25,Spain
UNED-PreCoV2,inc death,1,ES,132,118,5,9,1.22,167,0.9,0.96,1,0.11,1,28,Spain
USC-SIkJalpha,inc death,4,ES,165,36,66,63,0.6,214,0.65,0.32,0.56,-0.27,1,25,Spain
epiforecasts-EpiNow2,inc death,4,ES,233,136,72,25,0.94,263,0.94,0.7,0.91,-0.11,1,23,Spain
LANL-GrowthRate,inc death,5,ES,172,51,94,27,NA,245,NA,0.39,0.78,-0.16,1,23,Spain
UMass-MechBayes,inc death,1,ES,147,68,7,72,1.69,248,2.21,0.29,0.96,0.36,1,24,Spain
UNED-PreCoV2,inc death,2,ES,156,125,20,10,0.93,168,0.87,0.92,1,0.04,1,25,Spain
USC-SIkJalpha,inc death,5,ES,199,46,69,85,NA,252,NA,0.33,0.46,-0.04,1,24,Spain
LANL-GrowthRate,inc death,6,ES,190,54,108,28,NA,278,NA,0.32,0.77,-0.18,1,22,Spain
UMass-MechBayes,inc death,2,ES,166,84,1,81,1.31,260,1.54,0.52,0.96,0.34,1,23,Spain
UNED-PreCoV2,inc death,3,ES,184,131,39,14,0.95,244,1.15,0.83,1,-0.01,1,23,Spain
UMass-MechBayes,inc death,3,ES,216,118,5,93,1.32,301,1.48,0.5,0.95,0.36,1,22,Spain
UB-BSLCoV,inc death,1,ES,115,87,9,19,1.35,137,1.35,0.81,1,0.01,1,21,Spain
UMass-MechBayes,inc death,4,ES,309,178,13,119,1.46,423,1.64,0.33,1,0.35,1,21,Spain
MUNI-ARIMA,inc death,1,ES,72,29,16,27,0.85,116,1.12,0.55,0.95,0.1,1,20,Spain
UB-BSLCoV,inc death,2,ES,216,156,19,41,1.63,262,1.69,0.8,1,0.03,1,20,Spain
MUNI-ARIMA,inc death,2,ES,109,41,25,43,0.82,176,1.11,0.47,1,0.11,1,19,Spain
UB-BSLCoV,inc death,3,ES,373,275,30,69,2.39,413,2.39,0.68,1,0.01,1,19,Spain
UB-BSLCoV,inc death,4,ES,644,493,45,106,3.29,587,2.71,0.61,1,-0.03,1,18,Spain
MUNI-ARIMA,inc death,3,ES,127,55,35,37,0.84,214,1.25,0.29,1,0.04,1,17,Spain
MUNI-ARIMA,inc death,4,ES,139,66,48,26,0.74,226,1.05,0.56,1,-0.02,1,16,Spain
Karlen-pypm,inc death,1,ES,104,31,62,11,0.98,158,1.2,0.3,0.9,-0.28,1,10,Spain
Karlen-pypm,inc death,2,ES,159,38,95,25,0.87,242,1.1,0.33,0.67,-0.43,1,9,Spain
Karlen-pypm,inc death,3,ES,221,52,121,48,0.97,333,1.26,0.12,0.62,-0.52,1,8,Spain
Karlen-pypm,inc death,4,ES,332,77,148,107,1.08,535,1.52,0,0.71,-0.41,1,7,Spain
EuroCOVIDhub-baseline,inc hosp,1,ES,720,222,338,159,1,1106,1,0.14,1,0.21,1,7,Spain
EuroCOVIDhub-baseline,inc hosp,2,ES,883,413,180,289,1,1371,1,0.17,1,0.32,1,6,Spain
EuroCOVIDhub-baseline,inc hosp,3,ES,1091,586,89,415,1,1809,1,0.2,1,0.32,1,5,Spain
Karlen-pypm,inc hosp,1,ES,497,93,204,200,1.11,839,1.18,0,0.8,-0.53,1,5,Spain
EuroCOVIDhub-baseline,inc hosp,4,ES,1266,740,20,507,NA,2035,NA,0.5,1,0.35,1,4,Spain
Karlen-pypm,inc hosp,2,ES,610,103,172,335,0.72,974,0.68,0,0.75,-0.44,1,4,Spain
Karlen-pypm,inc hosp,3,ES,686,117,129,440,0.56,1065,0.5,0,0.67,-0.28,1,3,Spain
EuroCOVIDhub-baseline,inc case,1,FI,378,46,163,169,1,519,1,0.21,0.75,0.11,1,28,Finland
EuroCOVIDhub-ensemble,inc case,1,FI,285,139,48,99,0.74,439,0.84,0.54,0.93,0.07,1,28,Finland
IEM_Health-CovidProject,inc case,1,FI,288,127,42,119,0.74,465,0.88,0.57,0.89,0.16,1,28,Finland
ILM-EKF,inc case,1,FI,428,164,77,186,1.13,682,1.31,0.43,0.93,0.08,1,28,Finland
LANL-GrowthRate,inc case,1,FI,298,156,51,92,0.78,457,0.87,0.67,0.96,0.04,1,27,Finland
USC-SIkJalpha,inc case,1,FI,437,126,145,165,1.17,538,1.04,0.46,0.54,0.04,1,28,Finland
EuroCOVIDhub-baseline,inc case,2,FI,593,88,235,270,1,829,1,0.22,0.7,0.11,1,27,Finland
EuroCOVIDhub-ensemble,inc case,2,FI,495,204,88,203,0.83,754,0.91,0.52,0.85,0.09,1,27,Finland
IEM_Health-CovidProject,inc case,2,FI,535,185,88,261,0.9,820,0.98,0.41,0.85,0.18,1,27,Finland
ILM-EKF,inc case,2,FI,801,260,130,411,1.39,1203,1.48,0.37,0.81,0.09,1,27,Finland
LANL-GrowthRate,inc case,2,FI,516,205,117,194,0.87,809,0.97,0.42,0.92,0.09,1,26,Finland
USC-SIkJalpha,inc case,2,FI,598,152,152,294,1,731,0.89,0.41,0.59,-0.07,1,27,Finland
epiforecasts-EpiNow2,inc case,2,FI,788,345,117,325,1.38,1203,1.48,0.37,0.81,0.1,1,27,Finland
EuroCOVIDhub-baseline,inc case,3,FI,827,117,338,371,1,1124,1,0.27,0.65,0.19,1,26,Finland
EuroCOVIDhub-ensemble,inc case,3,FI,857,286,159,412,1.06,1389,1.27,0.31,0.77,0.12,1,26,Finland
IEM_Health-CovidProject,inc case,3,FI,908,264,173,471,1.12,1444,1.31,0.19,0.73,0.19,1,26,Finland
ILM-EKF,inc case,3,FI,1347,396,205,746,1.75,2007,1.87,0.35,0.77,0.08,1,26,Finland
LANL-GrowthRate,inc case,3,FI,825,252,220,353,1.01,1329,1.18,0.32,0.76,0.08,1,25,Finland
USC-SIkJalpha,inc case,3,FI,1114,180,350,583,1.42,1301,1.2,0.35,0.42,-0.08,1,26,Finland
epiforecasts-EpiNow2,inc case,3,FI,1483,657,178,648,1.92,2123,1.98,0.23,0.73,0.08,1,26,Finland
EuroCOVIDhub-baseline,inc case,4,FI,1067,139,451,477,1,1448,1,0.12,0.56,0.22,1,25,Finland
EuroCOVIDhub-ensemble,inc case,4,FI,1175,384,239,552,1.14,1822,1.32,0.32,0.72,0.15,1,25,Finland
IEM_Health-CovidProject,inc case,4,FI,1352,382,295,675,1.31,2049,1.47,0.16,0.6,0.2,1,25,Finland
ILM-EKF,inc case,4,FI,2035,595,307,1133,2.14,3087,2.33,0.28,0.72,0.08,1,25,Finland
LANL-GrowthRate,inc case,4,FI,1061,288,360,413,1.01,1645,1.14,0.21,0.71,0.13,1,24,Finland
USC-SIkJalpha,inc case,4,FI,1476,229,402,845,1.48,1806,1.3,0.28,0.36,0.06,1,25,Finland
epiforecasts-EpiNow2,inc case,4,FI,2387,1145,252,989,2.48,3232,2.41,0.24,0.68,0.09,1,25,Finland
LANL-GrowthRate,inc case,5,FI,1234,300,502,432,NA,1862,NA,0.22,0.74,0.18,1,23,Finland
USC-SIkJalpha,inc case,5,FI,1959,289,587,1083,NA,2280,NA,0.29,0.33,0.03,1,24,Finland
LANL-GrowthRate,inc case,6,FI,1360,315,626,419,NA,2014,NA,0.18,0.73,0.16,1,22,Finland
MUNI-ARIMA,inc case,1,FI,346,72,148,126,0.92,526,1.01,0.25,0.75,-0.1,1,20,Finland
MUNI-ARIMA,inc case,2,FI,408,132,151,126,0.7,661,0.8,0.26,0.89,-0.06,1,19,Finland
RobertWalraven-ESG,inc case,1,FI,479,69,259,151,1.17,599,1.15,0.21,0.5,-0.2,1,28,Finland
MUNI-ARIMA,inc case,3,FI,638,188,284,166,0.73,1084,0.92,0.18,0.82,-0.08,1,17,Finland
RobertWalraven-ESG,inc case,2,FI,761,84,501,176,1.2,944,1.13,0.19,0.44,-0.33,1,27,Finland
MUNI-ARIMA,inc case,4,FI,878,239,424,215,0.78,1419,0.93,0.25,0.81,-0.13,1,16,Finland
RobertWalraven-ESG,inc case,3,FI,1108,94,838,176,1.22,1300,1.14,0.15,0.38,-0.35,1,26,Finland
RobertWalraven-ESG,inc case,4,FI,1424,102,1175,148,1.18,1612,1.11,0.2,0.4,-0.38,1,25,Finland
Karlen-pypm,inc case,1,FI,576,369,88,119,0.98,860,1.03,0.67,1,-0.09,1,9,Finland
Karlen-pypm,inc case,2,FI,951,502,146,303,1.06,1426,1.09,0.38,1,-0.05,1,8,Finland
Karlen-pypm,inc case,3,FI,1522,665,198,659,1.21,2527,1.43,0.29,1,0.08,1,7,Finland
Karlen-pypm,inc case,4,FI,2167,873,198,1096,1.3,3334,1.44,0.33,0.83,0.26,1,6,Finland
EuroCOVIDhub-baseline,inc death,1,FI,3,1,1,1,1,4,1,0.39,1,0.21,1,28,Finland
EuroCOVIDhub-ensemble,inc death,1,FI,2,1,1,0,0.77,3,0.66,0.71,0.96,0.11,1,28,Finland
IEM_Health-CovidProject,inc death,1,FI,3,1,1,1,0.98,4,0.95,0.57,0.89,0.06,1,28,Finland
ILM-EKF,inc death,1,FI,4,3,0,0,1.28,4,0.84,0.82,1,0.14,1,28,Finland
LANL-GrowthRate,inc death,1,FI,3,1,1,1,0.92,4,0.92,0.48,0.93,0.19,1,27,Finland
RobertWalraven-ESG,inc death,1,FI,3,1,2,0,0.97,4,0.87,0.57,0.86,-0.06,1,28,Finland
USC-SIkJalpha,inc death,1,FI,3,1,1,1,1.03,4,0.91,0.32,0.5,0.1,1,28,Finland
EuroCOVIDhub-baseline,inc death,2,FI,3,2,1,1,1,6,1,0.41,1,0.09,1,27,Finland
EuroCOVIDhub-ensemble,inc death,2,FI,3,1,1,1,0.77,4,0.72,0.56,0.96,0.12,1,27,Finland
IEM_Health-CovidProject,inc death,2,FI,4,1,1,1,1.2,6,1.13,0.48,0.78,-0.01,1,27,Finland
ILM-EKF,inc death,2,FI,4,3,0,1,1.18,4,0.7,0.74,1,0.16,1,27,Finland
LANL-GrowthRate,inc death,2,FI,3,1,1,1,0.97,5,0.9,0.54,0.92,0.1,1,26,Finland
RobertWalraven-ESG,inc death,2,FI,3,1,2,1,1.01,5,0.93,0.48,0.81,-0.07,1,27,Finland
USC-SIkJalpha,inc death,2,FI,3,1,1,1,0.91,4,0.75,0.37,0.52,0.01,1,27,Finland
epiforecasts-EpiNow2,inc death,2,FI,3,2,0,1,0.82,4,0.74,0.56,0.96,0.18,1,27,Finland
EuroCOVIDhub-baseline,inc death,3,FI,4,2,1,1,1,6,1,0.62,1,0.06,1,26,Finland
EuroCOVIDhub-ensemble,inc death,3,FI,3,2,0,1,0.71,4,0.66,0.62,0.96,0.13,1,26,Finland
IEM_Health-CovidProject,inc death,3,FI,5,2,1,2,1.16,7,1.17,0.46,0.92,-0.05,1,26,Finland
ILM-EKF,inc death,3,FI,5,4,0,1,1.17,4,0.74,0.73,1,0.19,1,26,Finland
LANL-GrowthRate,inc death,3,FI,4,1,1,2,0.95,6,0.91,0.56,0.88,0.1,1,25,Finland
RobertWalraven-ESG,inc death,3,FI,3,1,2,1,0.87,5,0.87,0.5,0.92,-0.13,1,26,Finland
USC-SIkJalpha,inc death,3,FI,3,1,1,1,0.81,5,0.74,0.31,0.5,0.15,1,26,Finland
epiforecasts-EpiNow2,inc death,3,FI,4,2,0,1,0.9,5,0.81,0.58,0.96,0.19,1,26,Finland
EuroCOVIDhub-baseline,inc death,4,FI,4,3,0,1,1,6,1,0.72,1,0.06,1,25,Finland
EuroCOVIDhub-ensemble,inc death,4,FI,3,2,0,1,0.7,4,0.62,0.76,0.96,0.13,1,25,Finland
IEM_Health-CovidProject,inc death,4,FI,7,3,1,3,1.67,9,1.69,0.48,0.84,-0.01,1,25,Finland
ILM-EKF,inc death,4,FI,5,4,0,1,1.35,6,1.02,0.76,1,0.19,1,25,Finland
LANL-GrowthRate,inc death,4,FI,4,1,1,1,0.94,6,0.95,0.46,0.88,0.16,1,24,Finland
RobertWalraven-ESG,inc death,4,FI,3,1,2,0,0.86,6,0.98,0.56,0.96,-0.18,1,25,Finland
UMass-MechBayes,inc death,1,FI,2,1,1,0,0.69,3,0.67,0.76,0.96,0.04,1,25,Finland
USC-SIkJalpha,inc death,4,FI,3,1,1,1,0.68,4,0.67,0.44,0.64,0.06,1,25,Finland
epiforecasts-EpiNow2,inc death,4,FI,5,3,0,2,1.17,6,1.02,0.56,1,0.23,1,25,Finland
LANL-GrowthRate,inc death,5,FI,5,1,1,2,NA,7,NA,0.26,0.87,0.25,1,23,Finland
UMass-MechBayes,inc death,2,FI,2,1,1,1,0.77,4,0.78,0.58,1,0.1,1,24,Finland
USC-SIkJalpha,inc death,5,FI,3,1,1,1,NA,4,NA,0.42,0.58,0.05,1,24,Finland
LANL-GrowthRate,inc death,6,FI,5,1,1,2,NA,8,NA,0.18,0.68,0.27,1,22,Finland
UMass-MechBayes,inc death,3,FI,3,1,1,1,0.79,4,0.79,0.61,0.96,0.11,1,23,Finland
UMass-MechBayes,inc death,4,FI,4,2,1,1,1.05,6,1.14,0.55,0.95,0.18,1,22,Finland
MUNI-ARIMA,inc death,1,FI,3,1,1,1,0.99,4,0.97,0.7,0.85,0.15,1,20,Finland
MUNI-ARIMA,inc death,2,FI,3,1,1,1,0.92,5,0.87,0.47,1,0.11,1,19,Finland
MUNI-ARIMA,inc death,3,FI,3,1,1,1,0.8,4,0.72,0.71,1,0.03,1,17,Finland
MUNI-ARIMA,inc death,4,FI,3,1,1,1,0.84,4,0.84,0.62,1,0.04,1,16,Finland
Karlen-pypm,inc death,1,FI,2,1,1,0,0.84,3,0.72,0.67,1,0.06,1,9,Finland
Karlen-pypm,inc death,2,FI,2,1,1,0,0.66,4,0.71,0.75,1,-0.09,1,8,Finland
Karlen-pypm,inc death,3,FI,3,1,1,0,0.69,5,0.67,0.71,1,-0.04,1,7,Finland
Karlen-pypm,inc death,4,FI,3,2,1,0,0.6,5,0.59,0.67,1,-0.15,1,6,Finland
EuroCOVIDhub-baseline,inc case,1,FR,22252,3452,9789,9010,1,31818,1,0.15,0.92,0.08,1,26,France
EuroCOVIDhub-ensemble,inc case,1,FR,16100,7541,4271,4288,0.74,25746,0.79,0.5,0.96,0.06,1,26,France
IEM_Health-CovidProject,inc case,1,FR,24512,11230,4734,8547,1.2,39280,1.28,0.38,0.85,0.22,1,26,France
ILM-EKF,inc case,1,FR,23849,4577,8986,10286,1.12,33019,1.03,0.46,0.65,-0.02,1,26,France
LANL-GrowthRate,inc case,1,FR,21994,13533,6698,1763,0.9,34012,0.96,0.68,1,-0.31,1,25,France
USC-SIkJalpha,inc case,1,FR,22460,5237,7526,9698,1.09,32944,1.05,0.23,0.46,0.29,1,26,France
EuroCOVIDhub-baseline,inc case,2,FR,31530,6943,11655,12932,1,48400,1,0.28,0.96,0.03,1,25,France
EuroCOVIDhub-ensemble,inc case,2,FR,25563,11284,5413,8867,0.85,38416,0.81,0.48,0.96,0.12,1,25,France
IEM_Health-CovidProject,inc case,2,FR,39606,15439,7894,16272,1.38,56098,1.23,0.32,0.76,0.21,1,25,France
ILM-EKF,inc case,2,FR,48308,10911,9223,28173,1.75,69049,1.51,0.4,0.76,0.01,1,25,France
LANL-GrowthRate,inc case,2,FR,30609,17995,8693,3921,0.94,41961,0.84,0.67,0.92,-0.2,1,24,France
USC-SIkJalpha,inc case,2,FR,37149,5911,14174,17064,1.27,46788,1,0.16,0.24,0.15,1,25,France
epiforecasts-EpiNow2,inc case,2,FR,51749,27438,6893,17417,1.91,74881,1.69,0.48,0.92,0,1,25,France
EuroCOVIDhub-baseline,inc case,3,FR,37279,9910,12781,14588,1,58708,1,0.38,0.96,0.1,1,24,France
EuroCOVIDhub-ensemble,inc case,3,FR,37181,15439,7749,13993,1.05,55024,0.95,0.38,0.88,0.2,1,24,France
IEM_Health-CovidProject,inc case,3,FR,56872,20543,12340,23989,1.66,79898,1.43,0.21,0.71,0.23,1,24,France
ILM-EKF,inc case,3,FR,100217,22515,11720,65982,3.25,136756,2.62,0.38,0.75,0.08,1,24,France
LANL-GrowthRate,inc case,3,FR,38009,20723,12898,4387,1.02,48032,0.81,0.65,0.87,-0.11,1,23,France
USC-SIkJalpha,inc case,3,FR,51075,6223,19807,25045,1.52,62122,1.1,0.25,0.29,0.2,1,24,France
epiforecasts-EpiNow2,inc case,3,FR,75847,36821,10671,28354,2.42,111696,2.12,0.67,0.83,-0.01,1,24,France
EuroCOVIDhub-baseline,inc case,4,FR,44725,12376,14266,18083,1,73671,1,0.26,0.96,0.11,1,23,France
EuroCOVIDhub-ensemble,inc case,4,FR,53273,18983,12410,21880,1.25,81452,1.12,0.22,0.91,0.23,1,23,France
IEM_Health-CovidProject,inc case,4,FR,78753,26718,18966,33069,1.88,113482,1.58,0.3,0.61,0.23,1,23,France
ILM-EKF,inc case,4,FR,225309,48169,19296,157844,6.39,305294,4.87,0.39,0.7,0.1,1,23,France
LANL-GrowthRate,inc case,4,FR,47033,21055,18197,7781,1.06,66217,0.86,0.55,0.86,-0.04,1,22,France
USC-SIkJalpha,inc case,4,FR,71322,7607,28202,35512,1.83,79170,1.16,0.09,0.22,0.18,1,23,France
epiforecasts-EpiNow2,inc case,4,FR,87746,36968,17799,32979,2.32,132015,1.99,0.43,0.83,-0,1,23,France
LANL-GrowthRate,inc case,5,FR,57182,20691,25622,10868,NA,78111,NA,0.29,0.81,-0.01,1,21,France
USC-SIkJalpha,inc case,5,FR,85793,9237,34594,41962,NA,93019,NA,0.18,0.32,0.06,1,22,France
LANL-GrowthRate,inc case,6,FR,62240,20160,29871,12209,NA,88909,NA,0.3,0.75,-0.02,1,20,France
MUNI-ARIMA,inc case,1,FR,12603,6134,4498,1972,0.91,19032,0.96,0.56,0.94,0.1,1,18,France
MUNI-ARIMA,inc case,2,FR,21350,11969,5025,4356,0.84,31254,0.79,0.59,1,0.12,1,17,France
MUNI-ARIMA,inc case,3,FR,29655,16503,7067,6085,0.88,46607,0.87,0.56,1,0.07,1,16,France
RobertWalraven-ESG,inc case,2,FR,28101,2651,15236,10214,1.1,44386,0.93,0.12,0.4,0.1,1,25,France
MUNI-ARIMA,inc case,4,FR,38048,19136,11057,7855,0.91,59722,0.88,0.53,0.93,0.05,1,15,France
RobertWalraven-ESG,inc case,3,FR,40301,3015,25466,11820,1.15,58776,0.99,0.12,0.17,0.01,1,24,France
RobertWalraven-ESG,inc case,1,FR,18655,2123,8151,8381,1.31,32248,1.02,0.15,0.46,0.13,1,26,France
RobertWalraven-ESG,inc case,4,FR,50760,3405,36070,11285,1.17,67369,0.91,0.17,0.39,-0.01,1,23,France
Karlen-pypm,inc case,1,FR,19592,5590,757,13245,1.09,24280,0.92,0.7,0.9,0.17,1,10,France
Karlen-pypm,inc case,2,FR,72809,10145,718,61947,2.04,85683,1.56,0.67,0.78,0.3,1,9,France
Karlen-pypm,inc case,3,FR,201454,18978,490,181986,4.3,233077,3.11,0.62,0.75,0.45,1,8,France
Karlen-pypm,inc case,4,FR,437797,32904,78,404815,7.98,502517,5.54,0.43,0.71,0.56,1,7,France
EuroCOVIDhub-baseline,inc death,1,FR,122,54,25,43,1,181,1,0.43,1,0.14,1,28,France
EuroCOVIDhub-ensemble,inc death,1,FR,85,58,14,13,0.67,112,0.6,0.82,1,0.1,1,28,France
IEM_Health-CovidProject,inc death,1,FR,137,78,19,40,1.12,171,0.95,0.64,0.89,0.12,1,28,France
ILM-EKF,inc death,1,FR,107,73,18,16,0.83,137,0.71,0.89,1,0.07,1,28,France
LANL-GrowthRate,inc death,1,FR,149,31,43,75,1.11,222,1.14,0.22,0.89,0.04,1,27,France
RobertWalraven-ESG,inc death,1,FR,89,42,36,11,0.68,131,0.66,0.61,0.93,-0.15,1,28,France
USC-SIkJalpha,inc death,1,FR,154,41,21,93,1.35,172,0.99,0.36,0.36,0.42,1,28,France
EuroCOVIDhub-baseline,inc death,2,FR,180,103,21,55,1,278,1,0.63,1,0.13,1,27,France
EuroCOVIDhub-ensemble,inc death,2,FR,106,75,12,19,0.56,153,0.53,0.81,1,0.14,1,27,France
IEM_Health-CovidProject,inc death,2,FR,206,102,32,73,1.17,286,1.06,0.52,0.93,0.1,1,27,France
ILM-EKF,inc death,2,FR,143,94,12,38,0.78,210,0.73,0.81,1,0.09,1,27,France
LANL-GrowthRate,inc death,2,FR,159,44,51,64,0.84,250,0.85,0.38,0.88,-0.11,1,26,France
RobertWalraven-ESG,inc death,2,FR,119,52,55,13,0.6,176,0.56,0.52,0.93,-0.21,1,27,France
USC-SIkJalpha,inc death,2,FR,186,48,14,125,1.07,231,0.85,0.33,0.48,0.51,1,27,France
epiforecasts-EpiNow2,inc death,2,FR,266,135,12,119,1.35,396,1.32,0.43,0.91,0.25,1,23,France
EuroCOVIDhub-baseline,inc death,3,FR,233,141,15,77,1,360,1,0.77,1,0.12,1,26,France
EuroCOVIDhub-ensemble,inc death,3,FR,139,95,8,37,0.56,203,0.51,0.81,1,0.12,1,26,France
IEM_Health-CovidProject,inc death,3,FR,301,130,44,127,1.35,428,1.22,0.46,0.88,0.08,1,26,France
ILM-EKF,inc death,3,FR,227,127,15,85,0.98,330,0.9,0.73,1,0.1,1,26,France
LANL-GrowthRate,inc death,3,FR,187,58,61,69,0.73,272,0.68,0.48,0.8,-0.2,1,25,France
