model,continuous_weeks,target_variable,horizon,location,relative_skill,inv_skill,skill_weight
USC-SIkJalpha,11,inc death,3,FI,0.7847074615038323,1.2743602540538812,0.14597807516737596
epiforecasts-EpiNow2,11,inc death,3,FI,0.8422151114467229,1.1873451169526519,0.1360104838335633
IEM_Health-CovidProject,11,inc death,4,FI,1.7510634643907783,0.5710815286457451,0.0661673077113486
ILM-EKF,11,inc death,4,FI,1.392917260403396,0.7179177316751714,0.08318021347290233
LANL-GrowthRate,11,inc death,4,FI,1.1078617372034942,0.9026397125369066,0.10458268498640529
RobertWalraven-ESG,11,inc death,4,FI,0.8998974497179482,1.1112377308252475,0.12875150952673478
UMass-MechBayes,8,inc death,1,FI,0.6595672924600982,1.516145526668148,0.17375521076016714
UMass-SemiMech,8,inc death,1,FI,0.7953376116336627,1.2573276874784667,0.14409384421857835
USC-SIkJalpha,11,inc death,4,FI,0.5745710661208983,1.7404287458317387,0.20165156566736242
epiforecasts-EpiNow2,11,inc death,4,FI,0.8815870573013697,1.1343179232475404,0.13142565344041462
LANL-GrowthRate,11,inc death,5,FI,1.2367711459947377,0.8085570262845175,0.3953189699545794
UMass-MechBayes,8,inc death,2,FI,0.664678317842063,1.5044871679380012,0.1710129099453243
UMass-SemiMech,8,inc death,2,FI,0.8811175840026699,1.134922305666947,0.12900499930482598
USC-SIkJalpha,11,inc death,5,FI,0.8085570262845178,1.2367711459947373,0.6046810300454205
UMass-MechBayes,8,inc death,3,FI,0.6119899052704196,1.6340138806017241,0.18717642858698955
UMass-SemiMech,8,inc death,3,FI,1.0037564203388782,0.9962576375475536,0.11412139686352786
UMass-MechBayes,8,inc death,4,FI,0.6148733964987707,1.6263510597372206,0.18843416503331575
UMass-SemiMech,8,inc death,4,FI,1.209340401110116,0.8268970416286832,0.09580690016151613
IEM_Health-CovidProject,11,inc case,1,FR,1.0938590782860034,0.9141945428353773,0.10333865742774288
ILM-EKF,11,inc case,1,FR,0.8904563987386674,1.1230196126576228,0.12694381075293779
LANL-GrowthRate,11,inc case,1,FR,1.1959143773935796,0.836180264158574,0.09452008496760693
RobertWalraven-ESG,11,inc case,1,FR,0.7567970604255304,1.3213581979794184,0.14936359359227047
UNIPV-BayesINGARCHX,11,inc case,1,FR,1.3945839476246595,0.7170597379263264,0.08105494743271424
USC-SIkJalpha,11,inc case,1,FR,0.9992963530435623,1.0007041424241112,0.11311752336626031
epiforecasts-EpiNow2,11,inc case,1,FR,1.1749219367829158,0.8511203754847968,0.09620888420445699
IEM_Health-CovidProject,11,inc case,2,FR,1.1783098299937782,0.8486732220550857,0.10209928061608042
ILM-EKF,11,inc case,2,FR,0.9819641452833402,1.018367121450708,0.12251423492708848
LANL-GrowthRate,11,inc case,2,FR,1.0036681626741482,0.9963452435669825,0.1198649020256698
Priesemann-bayes,10,inc case,1,FR,0.7549674322531579,1.3245604476150132,0.14972556925782685
RobertWalraven-ESG,11,inc case,2,FR,0.7513255525884631,1.3309809530034016,0.16012311250528885
UNIPV-BayesINGARCHX,11,inc case,2,FR,1.8784418142102024,0.5323561222046441,0.06404488287852732
USC-SIkJalpha,11,inc case,2,FR,1.107754788655651,0.9027268581827392,0.10860218093141356
epiforecasts-EpiNow2,11,inc case,2,FR,1.2610912859428454,0.7929640075598156,0.0953972066306651
IEM_Health-CovidProject,11,inc case,3,FR,1.132204447814755,0.8832327075998331,0.10732658654257904
ILM-EKF,11,inc case,3,FR,0.97948945447919,1.0209400371050608,0.12406018063450719
LANL-GrowthRate,11,inc case,3,FR,0.751747475805712,1.3302339311857543,0.1616442257049743
Priesemann-bayes,10,inc case,2,FR,0.9378981828687396,1.0662138153859197,0.1282704116317257
RobertWalraven-ESG,11,inc case,3,FR,0.8116672973921167,1.2320318968289043,0.1497111427831482
UNIPV-BayesINGARCHX,11,inc case,3,FR,2.0754717256186024,0.4818181754328386,0.05854844330199922
USC-SIkJalpha,11,inc case,3,FR,0.8671704128296741,1.1531758754739891,0.1401289029866276
epiforecasts-EpiNow2,11,inc case,3,FR,1.012849088212178,0.9873139163951282,0.11997408110104096
IEM_Health-CovidProject,11,inc case,4,FR,1.2257114343176387,0.815852713780635,0.09774213265484166
ILM-EKF,11,inc case,4,FR,1.1810698523043066,0.8466899718496469,0.10143654871546333
LANL-GrowthRate,11,inc case,4,FR,0.6511885878707652,1.5356534475976718,0.18397688755781313
RobertWalraven-ESG,11,inc case,4,FR,0.826705079801637,1.2096212112788083,0.14491703575642365
UMass-SemiMech,8,inc case,1,FR,1.318581335948929,0.7583908347074707,0.08572692899818359
UNIPV-BayesINGARCHX,11,inc case,4,FR,1.889447685275784,0.5292551933524636,0.063406703738476
USC-SIkJalpha,11,inc case,4,FR,0.7567396430440777,1.3214584556154316,0.15831554579023513
epiforecasts-EpiNow2,11,inc case,4,FR,0.9442674741312972,1.0590219692995095,0.12687469693885972
LANL-GrowthRate,11,inc case,5,FR,0.9926306347940452,1.0074240759328206,0.5036982591174716
UMass-SemiMech,8,inc case,2,FR,1.2141702350241912,0.8236077373285929,0.09908378785354084
USC-SIkJalpha,11,inc case,5,FR,1.0074240759328204,0.9926306347940453,0.49630174088252843
UMass-SemiMech,8,inc case,3,FR,0.8766954935894735,1.140646903414181,0.13860643694512342
UMass-SemiMech,8,inc case,4,FR,0.9714036616974748,1.0294381619403767,0.12333044884788735
IEM_Health-CovidProject,11,inc death,1,FR,0.9783964026112072,1.0220806181739177,0.11661161975038625
ILM-EKF,11,inc death,1,FR,0.8383235095656199,1.1928569204961856,0.13609589611242237
LANL-GrowthRate,11,inc death,1,FR,1.0574454044281247,0.9456752999374075,0.1078943544401198
RobertWalraven-ESG,11,inc death,1,FR,0.7005800996761975,1.4273885319639996,0.16285416802329458
USC-SIkJalpha,11,inc death,1,FR,0.8787705847501668,1.1379534287487543,0.12983182555988743
epiforecasts-EpiNow2,11,inc death,1,FR,1.302040962066051,0.7680249924036348,0.08762580639967313
IEM_Health-CovidProject,11,inc death,2,FR,0.977208225961078,1.0233233546683527,0.10865939439557383
ILM-EKF,11,inc death,2,FR,0.7715177545779689,1.2961464516743546,0.13762852948133036
LANL-GrowthRate,11,inc death,2,FR,0.8866460320681446,1.1278457962163906,0.11975788554946462
RobertWalraven-ESG,11,inc death,2,FR,0.6392624669641664,1.5643026951808428,0.16610212474316258
USC-SIkJalpha,11,inc death,2,FR,0.8175749994065654,1.2231293773976055,0.12987536814160947
epiforecasts-EpiNow2,11,inc death,2,FR,1.3740748617435865,0.7277623860544856,0.07727588720789681
IEM_Health-CovidProject,11,inc death,3,FR,1.0466727993970537,0.955408414717627,0.10123418469698485
ILM-EKF,11,inc death,3,FR,0.8683346871420635,1.1516296824341827,0.12202560724622548
LANL-GrowthRate,11,inc death,3,FR,0.8447837324614231,1.1837349153094219,0.12542744778328235
RobertWalraven-ESG,11,inc death,3,FR,0.5498267680156814,1.8187546663269754,0.19271354843976873
USC-SIkJalpha,11,inc death,3,FR,0.8730616575623453,1.1453944762527726,0.12136493061362619
epiforecasts-EpiNow2,11,inc death,3,FR,1.6005624847243392,0.6247803566208335,0.06620114397453254
IEM_Health-CovidProject,11,inc death,4,FR,1.0090600207571971,0.991021326213679,0.1056895818614393
ILM-EKF,11,inc death,4,FR,1.1107490339802235,0.9002933780789627,0.09601370643084642
LANL-GrowthRate,11,inc death,4,FR,0.599420959783123,1.6682766654703078,0.1779169211992679
RobertWalraven-ESG,11,inc death,4,FR,0.5426302938318883,1.8428753635155668,0.19653737153857403
UMass-MechBayes,8,inc death,1,FR,0.6603017988619296,1.5144589969670852,0.1727882454100369
UMass-SemiMech,8,inc death,1,FR,1.3220732555811587,0.7563877385602348,0.08629808430417953
USC-SIkJalpha,11,inc death,4,FR,0.7658069906339883,1.3058120547739196,0.13926111013773004
epiforecasts-EpiNow2,11,inc death,4,FR,1.6398135466129902,0.6098254292785206,0.06503613285010448
LANL-GrowthRate,11,inc death,5,FR,1.117012516142239,0.8952451163695476,0.44489587312538303
UMass-MechBayes,8,inc death,2,FR,0.606566152508964,1.648624796922248,0.17505568616398295
UMass-SemiMech,8,inc death,2,FR,1.2398003374752842,0.8065814871742889,0.08564512431697946
USC-SIkJalpha,11,inc death,5,FR,0.8952451163695476,1.117012516142239,0.5551041268746169
UMass-MechBayes,8,inc death,3,FR,0.6415407968453029,1.5587473235020683,0.16516341285310623
UMass-SemiMech,8,inc death,3,FR,1.0008438965862103,0.9991568149747541,0.10586972439247368
UMass-MechBayes,8,inc death,4,FR,0.8500049396120822,1.1764637514416931,0.12546648460136492
UMass-SemiMech,8,inc death,4,FR,1.1335949735460769,0.8821492890638275,0.09407869138067292
IEM_Health-CovidProject,11,inc case,1,GB,0.7383235026976188,1.3544198394691374,0.14529042018165536
ILM-EKF,11,inc case,1,GB,1.1708067095159007,0.8541119485158015,0.0916217263405354
LANL-GrowthRate,11,inc case,1,GB,0.8035524731699347,1.2444738002673295,0.13349636211528768
RobertWalraven-ESG,11,inc case,1,GB,0.9256220983828872,1.080354500769866,0.11589106626163907
USC-SIkJalpha,11,inc case,1,GB,0.9889381088658836,1.0111856253034905,0.10847122886178143
epiforecasts-EpiExpert,11,inc case,1,GB,1.135194975906568,0.8809059423482727,0.09449595374685443
epiforecasts-EpiNow2,11,inc case,1,GB,0.7877160869413011,1.2694929259131886,0.13618019704721634
IEM_Health-CovidProject,11,inc case,2,GB,0.6488156514794147,1.5412698471743442,0.1586356711757675
ILM-EKF,11,inc case,2,GB,1.120024247876356,0.8928378130170571,0.0918956054183053
LANL-GrowthRate,11,inc case,2,GB,0.9298837001502236,1.0754033002605046,0.11068621412027341
RobertWalraven-ESG,11,inc case,2,GB,0.8698366861251836,1.149641094645764,0.1183271618495143
USC-SIkJalpha,11,inc case,2,GB,0.839058667484547,1.1918117752098867,0.12266759206521796
epiforecasts-EpiExpert,11,inc case,2,GB,1.0363673860914508,0.9649087895088955,0.09931353275207896
epiforecasts-EpiNow2,11,inc case,2,GB,0.973111544982718,1.0276314212444777,0.1057692788380264
IEM_Health-CovidProject,11,inc case,3,GB,0.6333556543060302,1.5788917225278474,0.16746902920564052
ILM-EKF,11,inc case,3,GB,1.2499791376083018,0.8000133521535331,0.08485538148379229
LANL-GrowthRate,11,inc case,3,GB,0.7811630791929809,1.2801424268964419,0.13578145126637625
RobertWalraven-ESG,11,inc case,3,GB,0.677060041257486,1.476973885717323,0.15665886347618127
USC-SIkJalpha,11,inc case,3,GB,0.8728522785602306,1.145669232426705,0.1215182215523254
epiforecasts-EpiExpert,11,inc case,3,GB,1.3295709689504822,0.7521223186674765,0.07977570136948776
epiforecasts-EpiNow2,11,inc case,3,GB,1.2033481531873162,0.8310146962467124,0.08814361520196178
IEM_Health-CovidProject,11,inc case,4,GB,0.5102172190171577,1.9599495327231828,0.1969538903213841
ILM-EKF,11,inc case,4,GB,1.3142045547114516,0.7609165532222351,0.07646394606846453
LANL-GrowthRate,11,inc case,4,GB,0.7745004452614163,1.2911548419607055,0.12974720261196088
RobertWalraven-ESG,11,inc case,4,GB,0.5558301705994909,1.7991106868514344,0.18079131272418
UMass-SemiMech,8,inc case,1,GB,1.970393284793148,0.5075128948711273,0.054441584207992236
USC-SIkJalpha,11,inc case,4,GB,0.8363715774837549,1.195640821521608,0.1201490687867603
epiforecasts-EpiExpert,11,inc case,4,GB,1.6538666896124024,0.604643654945586,0.060760197194574005
epiforecasts-EpiNow2,11,inc case,4,GB,1.093120330014696,0.91481237018668915,0.0919288237856082
LANL-GrowthRate,11,inc case,5,GB,1.160359683282188,0.861801745103212,0.4261785102840775
UMass-SemiMech,8,inc case,2,GB,2.0504048970391375,0.48770855036682653,0.050197551952010956
USC-SIkJalpha,11,inc case,5,GB,0.8618017451032121,1.1603596832821879,0.5738214897159225
UMass-SemiMech,8,inc case,3,GB,1.8802249439837733,0.5318512570529063,0.05641211010837943
UMass-SemiMech,8,inc case,4,GB,1.6604550608009463,0.6022445434431899,0.0605191122401797
epiforecasts-EpiExpert_direct,4,inc case,1,GB,0.8930982175400427,1.1196976775459349,0.120111461237038
epiforecasts-EpiExpert_direct,4,inc case,2,GB,0.7222453868598225,1.3845709757286213,0.14250739182880529
epiforecasts-EpiExpert_direct,4,inc case,3,GB,0.9696653950023276,1.0312835800411333,0.10938562633585533
epiforecasts-EpiExpert_direct,4,inc case,4,GB,1.2153051767400462,0.8228385916057857,0.08268644626688819
IEM_Health-CovidProject,11,inc death,1,GB,1.0374019904333678,0.9639464828694387,0.08482213273299315
ILM-EKF,11,inc death,1,GB,0.8520004660375761,1.1737082781782149,0.10328004835402232
LANL-GrowthRate,11,inc death,1,GB,0.5383396430644127,1.857563367073729,0.1634556370939262
RobertWalraven-ESG,11,inc death,1,GB,0.954339147751092,1.0478455194429654,0.09220479903540635
USC-SIkJalpha,11,inc death,1,GB,1.4711491791137996,0.6797407184785886,0.05981354615785273
epiforecasts-EpiExpert,11,inc death,1,GB,0.7342773354752714,1.3618832445001667,0.119838438528209
epiforecasts-EpiNow2,11,inc death,1,GB,1.3575123068515826,0.7366415722000009,0.06482051682764663
IEM_Health-CovidProject,11,inc death,2,GB,1.1681009950327952,0.8560903588408675,0.07864056857534431
ILM-EKF,11,inc death,2,GB,0.8844648386106547,1.1306271955037033,0.10385955709341849
LANL-GrowthRate,11,inc death,2,GB,0.5143387936104892,1.944243779436369,0.1785984793368911
RobertWalraven-ESG,11,inc death,2,GB,0.8988082628202436,1.112584342362676,0.10220213832321648
USC-SIkJalpha,11,inc death,2,GB,1.4664619444119085,0.6819133655739205,0.06264064795738214
epiforecasts-EpiExpert,11,inc death,2,GB,0.8311147039010891,1.2032033548512575,0.1105264122649149
epiforecasts-EpiNow2,11,inc death,2,GB,1.458550746533683,0.6856120723783857,0.06298041163196723
IEM_Health-CovidProject,11,inc death,3,GB,1.1428417245878673,0.8750118047716722,0.079513572852799
ILM-EKF,11,inc death,3,GB,0.9254656940151476,1.0805370814573192,0.0981899483847842
LANL-GrowthRate,11,inc death,3,GB,0.521575741508384,1.9172670820694708,0.17422479899935134
RobertWalraven-ESG,11,inc death,3,GB,0.7649948302079064,1.3071983763971649,0.11878698409313336
USC-SIkJalpha,11,inc death,3,GB,1.4380971262230435,0.6953633254426681,0.06318865886749711
epiforecasts-EpiExpert,11,inc death,3,GB,0.9881839412870445,1.0119573474322665,0.09195800997219383
epiforecasts-EpiNow2,11,inc death,3,GB,1.3332284132388568,0.750059022197604,0.06815893497684977
IEM_Health-CovidProject,11,inc death,4,GB,1.0632234695017575,0.9405360478626521,0.08761087384717886
ILM-EKF,11,inc death,4,GB,0.8985182586216797,1.1129434381600576,0.10367061143617673
LANL-GrowthRate,11,inc death,4,GB,0.50591590766797,1.9766130790579821,0.18412138429735267
RobertWalraven-ESG,11,inc death,4,GB,0.656638927215425,1.5229069714776866,0.14185868884273198
UMass-MechBayes,8,inc death,1,GB,0.8480555470170028,1.1791680433168028,0.10376047847281658
UMass-SemiMech,8,inc death,1,GB,1.654573757147334,0.6043852658004859,0.05318266952433889
USC-SIkJalpha,11,inc death,4,GB,1.2841820222056244,0.7787058086068418,0.0725363972140727
epiforecasts-EpiExpert,11,inc death,4,GB,1.084411083114429,0.9221595164151216,0.08589910109582398
epiforecasts-EpiNow2,11,inc death,4,GB,1.108018923336754,0.9025116619746355,0.08406890468744077
LANL-GrowthRate,11,inc death,5,GB,0.4610380533918286,2.169018354652206,0.8247041196600413
UMass-MechBayes,8,inc death,2,GB,0.8626255521331432,1.1592515402855277,0.10648899302327433
UMass-SemiMech,8,inc death,2,GB,2.067930198457617,0.48357531639407286,0.04442128968923569
USC-SIkJalpha,11,inc death,5,GB,2.1690183546522057,0.4610380533918287,0.1752958803399587
UMass-MechBayes,8,inc death,3,GB,0.9444038488293812,1.0588690434071526,0.09622094280944946
UMass-SemiMech,8,inc death,3,GB,1.783050905104092,0.5608364837691616,0.050964012562462926
UMass-MechBayes,8,inc death,4,GB,0.9556633740108018,1.0463935599029215,0.09747149445200506
UMass-SemiMech,8,inc death,4,GB,1.9111069997086796,0.5232569396441097,0.04874135109759823
epiforecasts-EpiExpert_direct,4,inc death,1,GB,0.568361091623798,1.759444857745306,0.15482173327278823
epiforecasts-EpiExpert_direct,4,inc death,2,GB,0.6138679785421028,1.6290147636873582,0.14964150210435534
epiforecasts-EpiExpert_direct,4,inc death,3,GB,0.5722593462248817,1.7474594457860166,0.15879413648147903
epiforecasts-EpiExpert_direct,4,inc death,4,GB,0.9907334108016874,1.0093532620352574,0.09402119302961903
IEM_Health-CovidProject,11,inc case,1,GR,0.9814867193854436,1.018862487131918,0.1243960185811973
ILM-EKF,11,inc case,1,GR,1.0198807066089652,0.9805068313576916,0.11971305995955268
LANL-GrowthRate,11,inc case,1,GR,1.0031410020035576,0.9968688329982683,0.12171074648331145
RobertWalraven-ESG,11,inc case,1,GR,0.6449916940561546,1.5504075621676725,0.1892939727860128
USC-SIkJalpha,11,inc case,1,GR,1.30906460294097,0.7639042395259795,0.09326739101154628
epiforecasts-EpiNow2,11,inc case,1,GR,0.973587428082862,1.0271291217976677,0.1254053171396115
IEM_Health-CovidProject,11,inc case,2,GR,0.8530770430285933,1.1722270669127386,0.12436218734045418
ILM-EKF,11,inc case,2,GR,0.9650568434343292,1.0362083920790814,0.10993189443993817
LANL-GrowthRate,11,inc case,2,GR,0.6988646929496497,1.4308921456303214,0.1518041018686946
Priesemann-bayes,10,inc case,1,GR,1.1286019366769948,0.886051997167713,0.10818078209342376
RobertWalraven-ESG,11,inc case,2,GR,0.5921423205047585,1.688783195140608,0.1791638992303879
USC-SIkJalpha,11,inc case,2,GR,0.932346115634816,1.0725630570350153,0.1137887800055108
epiforecasts-EpiNow2,11,inc case,2,GR,1.1336309109787548,0.8821213238942289,0.09358471616601043
IEM_Health-CovidProject,11,inc case,3,GR,1.1802535882791996,0.8472755430957783,0.10329346340685565
ILM-EKF,11,inc case,3,GR,1.2413731899335287,0.805559527230926,0.09820776042235581
LANL-GrowthRate,11,inc case,3,GR,0.6260900397351963,1.5972143566170582,0.1947203646352372
Priesemann-bayes,10,inc case,2,GR,1.252949053361814,0.7981170481887344,0.08467265828272018
RobertWalraven-ESG,11,inc case,3,GR,0.590423570608719,1.6936993199119965,0.20648308587348133
USC-SIkJalpha,11,inc case,3,GR,0.9578449148124136,1.0440103450315255,0.12727789117678115
epiforecasts-EpiNow2,11,inc case,3,GR,1.3995669949416552,0.7145067035834807,0.08710728480476194
IEM_Health-CovidProject,11,inc case,4,GR,1.3551457565528309,0.7379280015928048,0.08596565813865849
ILM-EKF,11,inc case,4,GR,1.425079435213637,0.7017152695422116,0.08174701982027421
LANL-GrowthRate,11,inc case,4,GR,0.4964977380720737,2.014107866599859,0.23463550365452687
RobertWalraven-ESG,11,inc case,4,GR,0.5676662119142181,1.7615985926446391,0.20521918407481063
UMass-SemiMech,8,inc case,1,GR,1.0344000249558445,0.9667439828635803,0.11803271194534418
USC-SIkJalpha,11,inc case,4,GR,0.908837326629916,1.1003069203903924,0.12818135151628982
epiforecasts-EpiNow2,11,inc case,4,GR,1.3632513252935776,0.7335404568813817,0.08545452674383928
LANL-GrowthRate,11,inc case,5,GR,0.6881597838269741,1.4531508866136136,0.6786268366722419
UMass-SemiMech,8,inc case,2,GR,0.7434944040118049,1.3450000357825456,0.1426917626662838
USC-SIkJalpha,11,inc case,5,GR,1.4531508866136136,0.6881597838269741,0.32137316332775806
UMass-SemiMech,8,inc case,3,GR,0.6665156692762066,1.5003398210966832,0.182910149680527
UMass-SemiMech,8,inc case,4,GR,0.6515554275618602,1.5347888417444848,0.17879675605160078
IEM_Health-CovidProject,11,inc death,1,GR,0.7932452961687795,1.2606440968888255,0.1462736581185326
ILM-EKF,11,inc death,1,GR,1.5404502132603015,0.6491608695898973,0.07532271426698786
LANL-GrowthRate,11,inc death,1,GR,0.9958281534768522,1.004189323738822,0.11651698222310132
RobertWalraven-ESG,11,inc death,1,GR,0.8056302314364585,1.2412642437920625,0.14402499649130626
USC-SIkJalpha,11,inc death,1,GR,1.2483740085968045,0.8010419899113556,0.09294561602283523
epiforecasts-EpiNow2,11,inc death,1,GR,0.6553890856039952,1.5258111890563715,0.1770412321544753
IEM_Health-CovidProject,11,inc death,2,GR,1.148688834803282,0.8705577783136148,0.10072555741936437
